,index,value
0,Annualised return,0.025139889473754007
1,Annualised volatility,0.06845160391335191
2,Sharpe ratio,0.36737451700085977
3,Sortino ratio,0.5263733445990942
4,Adjusted sortino,0.3722021614018629
5,Skew,0.015348514328721436
6,Kurtosis,4.249795836881641
7,Max drawdown,-0.13991231391989922
8,GPR,0.06817341410839788
9,Calmar ratio,0.1647371419185898
10,Pay-off ratio,0.987791524970405
