,index,value
0,Annualised return,0.03937933178646178
1,Annualised volatility,0.0798479806667847
2,Sharpe ratio,0.49332565121245386
3,Sortino ratio,0.7153337040681307
4,Adjusted sortino,0.5058173129578661
5,Skew,0.22987108544935236
6,Kurtosis,21.97314783408568
7,Max drawdown,-0.12594993619007866
8,GPR,0.11339360023207569
9,Calmar ratio,0.29248602355829084
10,Pay-off ratio,0.9414059709279339
