,index,value
0,Annualised return,0.07916375869908453
1,Annualised volatility,0.23175985102518887
2,Sharpe ratio,0.3416783774870135
3,Sortino ratio,0.49696626705989927
4,Adjusted sortino,0.3514082174590195
5,Skew,0.220202654940046
6,Kurtosis,6.954264511286038
7,Max drawdown,-0.5044987371210965
8,GPR,0.06751644173075486
9,Calmar ratio,0.10648065966865665
10,Pay-off ratio,1.0467879671340412
