,index,value
0,Annualised return,0.06265939883025534
1,Annualised volatility,0.360816611743969
2,Sharpe ratio,0.17371166889275164
3,Sortino ratio,0.23217619834138814
4,Adjusted sortino,0.1641733642773084
5,Skew,-0.964753138820877
6,Kurtosis,11.07422035759917
7,Max drawdown,-0.8394199245017435
8,GPR,0.03328363488601581
9,Calmar ratio,-0.004268790807284182
10,Pay-off ratio,0.9046288988273812
