,index,value
0,Annualised return,0.010403470362333097
1,Annualised volatility,0.03571619686038504
2,Sharpe ratio,0.29127002495381055
3,Sortino ratio,0.359940658006238
4,Adjusted sortino,0.25451648010095884
5,Skew,-3.1004314460403086
6,Kurtosis,30.638875468479757
7,Max drawdown,-0.11795156017405317
8,GPR,0.06416779422367129
9,Calmar ratio,0.08320253037103194
10,Pay-off ratio,0.8578888920824886
