,index,value
0,Annualised return,0.026683816658826257
1,Annualised volatility,0.19311481483004211
2,Sharpe ratio,0.1382170593257708
3,Sortino ratio,0.19101907048118086
4,Adjusted sortino,0.13507088007319404
5,Skew,-0.2731767587688221
6,Kurtosis,17.506065801120137
7,Max drawdown,-0.34511424669577173
8,GPR,0.029706917640463
9,Calmar ratio,0.02319034200533275
10,Pay-off ratio,0.9193053512130317
