,index,value
0,Annualised return,0.05962504113784264
1,Annualised volatility,0.3741043753442122
2,Sharpe ratio,0.1595422873106179
3,Sortino ratio,0.22180161567918402
4,Adjusted sortino,0.15683742652488347
5,Skew,0.06505127072533172
6,Kurtosis,22.545742158290235
7,Max drawdown,-0.7047778481873391
8,GPR,0.031935827926201796
9,Calmar ratio,-0.015104153217043738
10,Pay-off ratio,0.9419555632759201
