,index,value
0,Annualised return,0.050685967198500596
1,Annualised volatility,0.20421357872483417
2,Sharpe ratio,0.24827467087224686
3,Sortino ratio,0.3508541337990961
4,Adjusted sortino,0.2480913372166731
5,Skew,-0.15745118863813
6,Kurtosis,16.512089604812324
7,Max drawdown,-0.3716387586853598
8,GPR,0.05418815741318618
9,Calmar ratio,0.08130343005829994
10,Pay-off ratio,0.9420638695548494
