,index,value
0,Annualised return,0.0815148287689888
1,Annualised volatility,0.22880655756760618
2,Sharpe ratio,0.35636697146014595
3,Sortino ratio,0.5049579823736493
4,Adjusted sortino,0.35705921355068454
5,Skew,-0.279578505017656
6,Kurtosis,6.968656368977257
7,Max drawdown,-0.3505872257530426
8,GPR,0.07290675857954138
9,Calmar ratio,0.16196102945881868
10,Pay-off ratio,1.036310588687548
