,ACWI,ACWI,ACWI,ACWI,ACWI,ADRE,ADRE,ADRE,ADRE,ADRE,SPDW,SPDW,SPDW,SPDW,SPDW,VEA,VEA,VEA,VEA,VEA,IEFA,IEFA,IEFA,IEFA,IEFA,DGT,DGT,DGT,DGT,DGT,IOO,IOO,IOO,IOO,IOO,DIM,DIM,DIM,DIM,DIM,EFV,EFV,EFV,EFV,EFV,VWO,VWO,VWO,VWO,VWO,FM,FM,FM,FM,FM,SPEU,SPEU,SPEU,SPEU,SPEU,ASEA,ASEA,ASEA,ASEA,ASEA,SCZ,SCZ,SCZ,SCZ,SCZ,GWX,GWX,GWX,GWX,GWX
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-06,34.25221115019924,34.38678043876548,33.99890176727429,34.22054672241211,1197200.0,32.07347825660152,32.24023738439359,31.882897261762096,32.0814208984375,33900,16.81831324289862,16.936181292026323,16.781480004457954,16.89198112487793,11500.0,22.845702635684752,23.01519281302445,22.76095889399239,22.859827041625977,1253800.0,,,,,,39.36420028744445,39.71600708098964,39.356550664663395,39.5936393737793,3600,22.36350001226731,22.59621493730393,22.31772048030595,22.46650505065918,79600,31.537464381296214,31.68659382667826,31.359928553275186,31.509057998657227,4400.0,29.020416944067662,29.262528203271568,28.968070250284903,29.066221237182617,131400,30.182757386264935,30.353239217654018,29.95297605132002,30.167932510375977,13930300,,,,,,20.734760277052324,20.91215555596371,20.68700025991519,20.782520294189453,30600,10.716274267593626,10.810150067246129,10.716274267593626,10.781265258789062,3200.0,26.50081071363881,26.73676651956521,26.41232798962018,26.545053482055664,248900.0,16.667111958974633,16.799540192488596,16.591437823538385,16.70494842529297,147100.0
2011-12-07,34.046391437717716,34.52134874034121,33.82474650830483,34.410526275634766,679400.0,32.033773660100486,32.17671091872566,31.82731041388093,32.04965591430664,34800,16.79621284557743,17.07615052255926,16.722546366990855,16.958282470703125,15200.0,22.71151260579113,23.078738880901547,22.619705363525142,23.008119583129883,1547700.0,,,,,,39.16535191481075,39.76954376059878,39.16535191481075,39.67776870727539,2500,22.302461000940422,22.70303519530061,22.24523694763476,22.61910629272461,228400,31.253406502101107,31.79311694545403,31.203696686131995,31.757610321044922,5500.0,28.863370158245502,29.32795791847193,28.70632510750112,29.203632354736328,158000,30.108639483546302,30.449606047226382,29.938157615484545,30.338420867919922,30186200,,,,,,20.782520294189453,20.782520294189453,20.782520294189453,20.782520294189453,0,10.730716786662523,10.889583584308475,10.730716786662523,10.824592590332031,8200.0,26.44182360882953,26.87686766065278,26.368085660240347,26.810504913330078,159000.0,16.64819527832141,16.86260395319765,16.57882861489656,16.831073760986328,45100.0
2011-12-08,34.03847893317615,34.085975572262846,33.40520551044958,33.4843635559082,494900.0,31.612905302071457,31.724078055013713,31.00145213165871,31.096742630004883,35200,16.72990988620326,16.810944689056566,16.42050734097684,16.435239791870117,94600.0,22.704457800801414,22.725643056984783,22.217175356949962,22.287796020507812,2177900.0,,,,,,39.09651901606749,39.09651901606749,38.553512496359566,38.72941589355469,1500,22.340609648957297,22.37875901411168,21.96292453058695,21.974369049072266,135400,31.253404400978372,31.253404400978372,30.656883940470472,30.791812896728516,9600.0,28.81756465144315,28.81756465144315,28.241736151294123,28.287540435791016,185400,29.87145208931137,29.975223432725446,29.182110647995508,29.308120727539062,14669500,,,,,,20.63241759038804,20.63241759038804,20.29127311706543,20.29127311706543,6100,10.7162724712463,10.7162724712463,10.470751296183389,10.579069137573242,5900.0,26.41233136437422,26.441826547087445,25.896176918154527,25.962539672851562,294800.0,16.622970260224648,16.629276538807694,16.288744712121012,16.30135726928711,68800.0
2011-12-09,33.68226777465624,34.18097200626747,33.65852096066546,34.12556076049805,331800.0,31.176153109879085,31.73201994369051,31.168213496626734,31.676433563232422,31000,16.560475161460356,16.89197990385572,16.560475161460356,16.79621124267578,100900.0,22.47140613620895,22.81744720565756,22.45728173603208,22.775074005126953,1585800.0,,,,,,38.90532276058648,39.18830047987742,38.90532276058648,39.173004150390625,2600,22.157491812492484,22.52373098576382,22.153676002495114,22.455060958862305,136800,30.827308803414,31.317306518554684,30.827308803414,31.317306518554688,3900.0,28.562371606689652,29.09239338126736,28.562371606689652,29.04004669189453,378900,29.34517998129405,29.901100286955675,29.337768954676925,29.79732894897461,15732500,,,,,,20.57782756343513,20.85756583279076,20.57782756343513,20.796159744262695,4800,10.687390480501218,10.774044914153741,10.600736046848693,10.680169105529785,7200.0,26.213239750966952,26.596668638801123,26.213239750966952,26.545053482055664,460500.0,16.37072554671333,16.679727213836145,16.37072554671333,16.6292781829834,226200.0
2011-12-12,33.56352158957926,33.56352158957926,33.10439651226722,33.365623474121094,812500.0,30.92204488499105,31.009395782028175,30.485293429036147,30.787050247192383,41000,16.442608253164003,16.464709039211613,16.236339870444883,16.317373275756836,10600.0,22.32310305211453,22.32310305211453,22.019435195754657,22.118303298950195,1807100.0,,,,,,38.36997211793738,38.46175011691045,38.10994320661206,38.24760437011719,11600,22.104078212105673,22.104078212105673,21.79124877099585,21.955293655395508,81800,30.58586418559756,30.58586418559756,30.13137301890724,30.365718841552734,7900.0,28.379151288026456,28.398783480209126,27.99308479038721,28.058521270751953,367500,28.99679685737613,29.011621735358297,28.53723695015436,28.744779586791992,30489700,,,,,,20.339033633831626,20.35267972542623,20.052472217159547,20.09341049194336,15800,10.514082336535495,10.564630587476655,10.441869959189605,10.528524398803711,15700.0,26.043648820194466,26.06576879980355,25.638099921407843,25.815065383911133,208800.0,16.295052402704233,16.332888874681476,16.09325628175925,16.231990814208984,145800.0
2011-12-13,33.5872744876723,33.7376759956067,32.835260908628015,32.92233657836914,448600.0,30.85851429950865,31.033216067608166,30.278825648996023,30.413820266723633,38700,16.383675778837,16.516277697471978,16.08900562914711,16.199506759643555,42700.0,22.217175101103276,22.386665230481164,21.744019758761787,21.84288787841797,2184000.0,,,,,,38.499979315744454,38.622347031223526,37.628108978271484,37.628108978271484,14400,22.023963741958518,22.199453145008796,21.58905458861437,21.714948654174805,365600,30.252094034846436,30.47223936422781,29.840212458335863,29.87571907043457,70700.0,28.241740684539376,28.405328154328448,27.63973999386601,27.75752067565918,213100,29.00421388714967,29.130221122465883,28.38899410750463,28.500179290771484,25584500,,,,,,20.291271568188705,20.332208537481,19.800024032592773,19.800024032592773,6300,10.542964104671501,10.615175772492606,10.405760765075684,10.405760765075684,7000.0,25.955168089885987,26.11001358471758,25.45376121944655,25.54224395751953,649500.0,16.26352413573138,16.383339844980814,15.948217358717278,15.99236011505127,65800.0
2011-12-14,32.74818992533108,32.89859447447534,32.439469248204674,32.566123962402344,518900.0,30.18353077878282,30.223237927386137,29.857952153154496,29.897659301757812,24200,16.000602760786514,16.06690371545936,15.868002256538828,15.897468566894531,21200.0,21.722827413036008,21.78638585800565,21.49684242957805,21.57452392578125,3421000.0,,,,,,37.51338034881937,37.54397300084421,37.21510928526683,37.41395568847656,4600,21.59668401561107,21.70350339550922,21.45171381767437,21.520383834838867,189800,29.705301446755197,29.705301446755197,29.513562392546564,29.584575653076172,13100.0,27.613562294189027,27.692083571936163,27.31910438245425,27.443429946899414,215700,28.403810770953335,28.54464284513813,28.040611222114062,28.092496871948242,19308800,,,,,,19.520293234303637,19.75227165222168,19.520293234303637,19.75227165222168,5500,10.33354804433176,10.441865879360554,10.290220497119442,10.311883926391602,5600.0,25.39476557978567,25.424260757291453,25.092447042388756,25.21780014038086,211300.0,15.872542726185463,15.948216879627527,15.733808181474853,15.740113258361816,325700.0
2011-12-15,32.92232835022799,33.00148638310748,32.65318681087819,32.77192687988281,532600.0,30.326466126961503,30.366173273070626,29.778542043876946,29.810306549072266,12900,16.015336618513373,16.096371430913077,15.845901469948542,15.897468566894531,122000.0,21.821700813676884,21.857011817790433,21.602777976081196,21.694583892822266,2394800.0,,,,,,37.628105937512366,37.628105937512366,37.398666854214824,37.5516242980957,7100,21.779797585192803,21.817946937432502,21.5890479133853,21.627197265625,95400,29.960947042283266,29.960947042283266,29.59877512475596,29.676891326904297,8400.0,27.79677901367215,27.803323909469206,27.508866002261016,27.58084487915039,306000,28.633602580151603,28.641013606745815,28.188864640462892,28.262989044189453,16025500,,,,,,19.943302615367845,19.943302615367845,19.779553448827066,19.840959548950195,1600,10.369656253805847,10.456310682322153,10.319108009338379,10.319108009338379,3500.0,25.453753520262097,25.53486384430143,25.210422548144106,25.225170135498047,264500.0,15.88514641197485,15.897757761503827,15.752717018127441,15.752717018127441,101400.0
2011-12-16,32.91441833212829,33.04107301416021,32.566115691776155,32.73234939575195,827700.0,30.02696007422257,30.13930296125778,29.802280422213506,29.946718215942383,53200,16.025911419393893,16.025911419393893,15.839216264418448,15.869088172912598,36900.0,21.72989056187695,21.807572061475337,21.48978116971436,21.602773666381836,3246500.0,,,,,,37.506361747409514,37.598438736980384,37.29151153564453,37.29151153564453,2900,21.684425910868175,21.837026252685035,21.508936536492083,21.5814208984375,160600,29.8047173469685,30.060369387096905,29.62007855843936,29.676891326904297,17300.0,27.67245599586647,27.744434879374946,27.33873617162656,27.4368896484375,367200,28.552048740263064,28.685469753387824,28.35932824239171,28.463102340698242,24481400,,,,,,19.825838925564163,19.908331279315888,19.743345260620117,19.743345260620117,8600,10.593515400681357,10.607957462949575,10.441869959189605,10.528524398803711,43900.0,25.372647951911205,25.46113067980481,25.08507697664559,25.18093490600586,284900.0,15.827288966911437,15.879160409670208,15.665190553701192,15.717061996459961,174900.0
2011-12-19,32.69277183377298,32.8510909483044,32.225732106732536,32.32863998413086,1071000.0,29.770192526446507,29.866486462198054,29.21651617051785,29.280712127685547,58100,15.92136505191811,15.951236965034338,15.667459487915039,15.667459487915039,224700.0,21.722833048254973,21.74401965106655,21.36266888232074,21.405040740966797,4343500.0,,,,,,37.44497094422786,37.44497094422786,36.831119537353516,36.831119537353516,11400,21.624659337134418,21.705738453193135,21.381426407358443,21.404590606689453,960800,29.747913490575094,29.747913490575094,29.449654493725536,29.54197120666504,7400.0,27.59392778615917,27.633189669809948,27.1555146513834,27.19477653503418,247000,28.24815507959801,28.270390979787066,27.6774100784457,27.72929573059082,18613100,,,,,,19.853336810948274,19.873960555887372,19.57148551940918,19.57148551940918,15900,10.521301102703644,10.521301102703644,10.304665387548711,10.398540496826172,17400.0,25.24729718437885,25.33577991062264,24.871240675416225,24.90073585510254,301400.0,15.671673376393896,15.68464154521728,15.464187622070312,15.464187622070312,243900.0
