Date,MDY,QQQ,IEFA,VEA,ADRE,TLT,PHB,VCSH,SLV,DBB,DBO,GLD,,BH returns,BH cumprod
07/01/2009,-0.03062789,-0.028407219,0,-0.012012894,-0.069228397,0.003922085,-0.092162607,0,-0.042328085,-0.03379418,-0.071461016,-0.027957211,,-0.033671451,0.947181734
08/01/2009,0.004977707,0.010512476,0,0.011790451,0.00889678,-0.000799339,-0.012766947,0,0.011970545,-0.028616846,0.009313732,0.020664642,,0.002995267,0.950018796
09/01/2009,-0.026991784,-0.022431804,0,-0.030225435,-0.019400567,0.001510343,0.00431099,0,0.010009155,0.041734771,-0.016512872,-0.00639357,,-0.005365898,0.944921092
12/01/2009,-0.026908667,-0.018290579,0,-0.024408497,-0.049280135,0.010379356,0.026363773,0,-0.054054087,-0.040062761,-0.031111051,-0.037654863,,-0.020418959,0.925626787
13/01/2009,0.010676878,0.000338947,0,-0.018091193,0.009837454,0.001053349,-0.017323019,0,0.009523846,0.022094922,0.032619664,0.001485824,,0.004351389,0.929654549
14/01/2009,-0.038347655,-0.030477385,0,-0.043904435,-0.04645974,0.016488248,-0.022492341,0,-0.014150997,-0.020816754,-0.000987173,-0.013476711,,-0.017885412,0.913027295
15/01/2009,0.013841288,0.016416093,0,0.011480545,0.01689611,0.001638983,0.006904138,0,0.003827748,-0.013082475,-0.013833977,0.00751972,,0.004300681,0.916953934
16/01/2009,0.016903159,0.010996704,0,0.007701614,0.01313712,-0.015418884,0.02867865,0,0.059103899,0.024026452,-0.018537036,0.028859307,,0.012954249,0.928832384
20/01/2009,-0.059989166,-0.049626342,0,-0.074819226,-0.073226313,-0.000174864,-0.000605987,0,-0.001800135,-0.021844577,-0.052067486,0.021883661,,-0.026022536,0.904661809
21/01/2009,0.04624782,0.042561014,0,0.046521921,0.056790314,-0.031589432,-0.029714972,0,0.008115433,-0.051282066,0.007000633,-0.004377604,,0.007522755,0.911467358
22/01/2009,-0.024918202,-0.013379329,0,-0.021604013,-0.028427076,-0.01924629,0,0,0.013416781,-0.033129925,-0.006417045,0.005109926,,-0.010716264,0.901699833
23/01/2009,0.0112217,0.004867958,0,-0.009341703,0.011222759,-0.007830398,-0.005624897,0,0.045895892,0.045987366,0.056512231,0.046701311,,0.016634352,0.916699025
26/01/2009,0.006153224,0.007266564,0,0.023146283,0.006737988,-0.008729474,0.025769857,0,0.004219345,0.025000023,-0.006622406,0.004744134,,0.007307128,0.923397463
27/01/2009,0.014524253,0.007213846,0,0.01466262,0.012992106,0.023512382,-0.007352958,0,-0.004201617,-0.032800749,-0.033333377,-0.006408091,,-0.000932632,0.922536273
28/01/2009,0.038644098,0.035129553,0,0.033030585,0.051301805,-0.024985586,0.005555226,0,0.000843821,0.006087013,0.019628606,-0.010862176,,0.012864412,0.934404159
29/01/2009,-0.033268172,-0.025370201,0,-0.045563398,-0.038817005,-0.022998905,-0.020871225,0,0.033726862,-0.025064846,-0.002081075,0.023793204,,-0.013042897,0.922216822
30/01/2009,-0.027765719,-0.017580166,0,-0.010887804,-0.006538539,-0.003169781,0.010658639,0,0.021207196,-0.006205644,0.001042759,0.020223436,,-0.001584635,0.920755445
02/02/2009,0.00110306,0.012044561,0,-0.007197254,-0.00929133,0.018605121,-0.001240429,0,-0.024760416,0.008028544,-0.037500117,-0.02705072,,-0.005604915,0.915594689
03/02/2009,0.009692412,0.01564094,0,0.026012323,0.023837423,-0.023816185,0.01055841,0,0.009008981,0.038937987,-0.008116772,-0.004164736,,0.008132565,0.923040822
04/02/2009,-0.000327223,0.001339108,0,-0.004155986,0.01412212,-0.003498937,-0.001229335,0,0.008116914,0.017035717,0.009274414,0.008025309,,0.004058508,0.926786991
05/02/2009,0.013094889,0.022066276,0,0.012103641,0.024463957,0.000877405,-0.018461465,0,0.026570042,-0.020100418,0.026486482,0.010540507,,0.008136776,0.93432805
06/02/2009,0.039853531,0.026169248,0,0.023504781,0.055106131,-0.003117829,0.005015646,0,0.012549008,0.043589736,0.015271233,-0.005881118,,0.017671697,0.950839212
09/02/2009,-0.003625739,0.004144121,0,0.002014764,-0.006615536,0.003225384,-0.006861994,0,-0.014717241,-0.002456921,0.002074599,-0.014175652,,-0.003082851,0.947907916
10/02/2009,-0.041584411,-0.036825311,0,-0.049456976,-0.047318571,0.02173063,-0.009422013,0,0.020440194,-0.023809545,-0.033126286,0.02139945,,-0.01483107,0.933849427
11/02/2009,-0.000758759,-0.004614309,0,0.009306195,0.013613028,0.012971342,0.013949784,0,0.027735025,0.006728369,-0.008565256,0.023057331,,0.007785229,0.941119659
12/02/2009,0.008249682,0.012251665,0,-0.001676305,-0.005081718,-0.009415285,0.000625778,0,-0.000749642,-0.015873067,0.0053996,0.009535131,,0.000272153,0.941375788
13/02/2009,-0.010335704,-0.004579663,0,-0.010495656,0.007661604,-0.026613578,0.009693955,0,0.015753941,0.004244426,-0.029001243,-0.00665445,,-0.004193864,0.937427786
17/02/2009,-0.043842471,-0.039763528,0,-0.053457857,-0.065532406,0.031149074,-0.027431244,0,0.033234846,-0.073541749,-0.095132605,0.031334347,,-0.025248633,0.913759016
18/02/2009,-0.010126226,0.000684485,0,-0.001344289,0.000774746,-0.008523123,-0.016025735,0,0.012866355,0.015510885,-0.032396157,0.015296037,,-0.001940252,0.911986093
19/02/2009,-0.015632287,-0.015389683,0,-0.001346735,-0.012775826,-0.01700063,-0.009771866,0,-0.019760038,0.013477087,0.059381024,-0.011763564,,-0.002548543,0.909661858
20/02/2009,-0.008524478,0.002778459,0,-0.011235805,-0.016078417,0.009716582,-0.001315978,0,0.025917901,-0.017730522,-0.008944537,0.021196685,,-0.000351676,0.909341951
23/02/2009,-0.040041995,-0.034984187,0,-0.037727342,-0.029493282,0.009236945,-0.069828781,0,0.0063158,-0.011732821,-0.014440636,-0.000715743,,-0.01861767,0.892412123
24/02/2009,0.042203174,0.033022099,0,0.038733938,0.032032176,-0.001048022,0.051700228,0,-0.050906589,0.025570742,0.03418824,-0.030696817,,0.014566597,0.905411531
25/02/2009,-0.011536326,-0.006601687,0,-0.023192438,-0.006366795,-0.011549331,-0.024242499,0,-0.008817038,0.020480881,0.032467431,-0.016679001,,-0.004669734,0.9011835
26/02/2009,-0.01452891,-0.027981901,0,-0.008380173,-0.005206021,-0.010525023,0.004830882,0,-0.038547036,0.01570689,0.046312171,-0.000966226,,-0.003273779,0.898233225
27/02/2009,-0.007613184,-0.009355959,0,-0.002816599,-0.010064596,-0.005758368,-0.011676017,0,-0.006939102,0,-0.010928919,-0.004620678,,-0.005814452,0.893010491
02/03/2009,-0.062226158,-0.032328379,0,-0.053672271,-0.064253644,0.016555803,-0.013898304,0,-0.008540346,-0.033505231,-0.080110478,-0.018352553,,-0.029194297,0.866939678
03/03/2009,-0.007791007,-0.000750614,0,-0.007960022,0.021294961,-0.006681045,-0.033826637,0,-0.00939709,0.023111136,0.027627671,-0.009787742,,-0.000346699,0.86663911
04/03/2009,0.028530054,0.026671378,0,0.041624454,0.058298097,-0.004581626,0.011670447,0,0.010276689,0.085143365,0.060783061,-0.011661518,,0.025562867,0.888792891
05/03/2009,-0.046443549,-0.030003313,0,-0.040442963,-0.031765217,0.027811357,-0.039654282,0,0.028951478,-0.020016061,-0.017079828,0.033711654,,-0.011244227,0.878799102
06/03/2009,-0.006805087,-0.007921514,0,0.002006998,0.004568135,-0.006669886,0.007507897,0,0.002281421,-0.00245098,0.033071666,0.003261257,,0.002404159,0.880911874
09/03/2009,-0.010748774,-0.021293146,0,-0.026539463,-0.019429761,-0.005851258,-0.019374176,0,-0.031107727,-0.011465956,0.001085194,-0.018636918,,-0.013613499,0.868919582
10/03/2009,0.069401119,0.061771559,0,0.062242328,0.070404794,-0.019198728,0.035714906,0,-0.025058781,0.032311509,-0.011382128,-0.02683008,,0.020781375,0.886976925
11/03/2009,0.004825992,0.015367764,0,0.005327357,-0.000393931,0.010820614,0.023476664,0,0.011245008,-0.024879662,-0.040021898,0.012253254,,0.001501763,0.888308955
12/03/2009,0.044868699,0.03315332,0,0.026493173,0.040977174,0.004768433,0.020071278,0,0.015885608,0.001646117,0.058252434,0.021071478,,0.022265643,0.908087724
13/03/2009,0.005685004,0.002441243,0,0.002346351,0.006813266,-0.005036317,0.003686397,0,0.0203284,-0.000821666,-0.010793266,0.00219544,,0.002237071,0.910119181
16/03/2009,-0.013471159,-0.016701192,0,0.013108571,-0.002255496,-0.015769611,0.003531218,0,-0.019923389,0.027960493,0.00763769,-0.005476451,,-0.001779944,0.90849922
17/03/2009,0.03669849,0.037862619,0,0.025877789,0.022983964,-0.005439466,0.009148104,0,-0.014855323,-0.011999998,0.048186267,-0.008370067,,0.011674365,0.919105371
18/03/2009,0.032812007,0.012615157,0,0.029279149,-0.001841786,0.037887666,0.004882527,0,0.013492069,0.012145747,0.021177658,0.033873783,,0.016360331,0.93414224
19/03/2009,-0.007970792,-0.00067335,0,-0.000437383,0.013284329,0.001244966,-0.00416523,0,0.050900516,0.050399991,0.020738466,0.013535312,,0.011404735,0.944795885
20/03/2009,-0.029187541,-0.015220667,0,-0.014448331,-0.016339616,-0.005549319,0.008363021,0,0.014157942,-0.018278673,0.020317218,-0.008055137,,-0.005353425,0.939737991
23/03/2009,0.075370519,0.058944691,0,0.07153989,0.076179613,-0.008661331,0.013131189,0,-0.01102128,0.030255928,0.035454073,-0.016134144,,0.027088262,0.96519386
24/03/2009,-0.020308613,-0.018446711,0,-0.031535569,-0.021408451,0.009513227,-0.002728784,0,-0.015601786,-0.027108429,-0.008442734,-0.01227199,,-0.012361653,0.953262468
25/03/2009,0.006759429,0.004615743,0,0.017995037,0.004939824,-0.013461234,0.005471444,0,0.007547199,-0.001548013,-0.017975508,0.011324975,,0.002139075,0.955301568
26/03/2009,0.039727002,0.030850326,0,0.012205359,0.021769709,0.011597685,0.010884392,0,0,0.033333379,0.021676288,-0.00054363,,0.015125043,0.969750545
27/03/2009,-0.024432416,-0.018784,0,-0.032432378,-0.024054935,0.007418999,-0.002691815,0,-0.01498133,-0.013503447,-0.027816909,-0.013488501,,-0.013730561,0.956435326
30/03/2009,-0.032876815,-0.024659344,0,-0.03652776,-0.050352456,0.00382635,-0.051282092,0,-0.022813631,-0.02281361,-0.061105792,-0.007828857,,-0.025536167,0.932011633
31/03/2009,0.010608725,0.008649427,0,0.026316044,0.015572927,0.007144834,0.035562173,0,-0.004669293,0.026459113,0.010847121,0.003334023,,0.011652091,0.942871518
01/04/2009,0.013658483,0.014841523,0,0.026510387,0.037604992,0.009126628,-0.007554903,0,0.003909319,-0.014404825,-0.013796658,0.008307488,,0.006516869,0.949016088
02/04/2009,0.042427583,0.032174291,0,0.044876763,0.0489094,-0.012221041,0.03183328,0,-0.00545169,0.027692226,0.075647606,-0.024497372,,0.021782587,0.969688114
03/04/2009,0.017840304,0.018576595,0,0.004862317,0.005702858,-0.020462879,0.006036443,0,-0.013312457,0.032934226,0.01252416,-0.013626201,,0.004256281,0.973815379
06/04/2009,-0.01185982,-0.002472616,0,-0.017742151,-0.012007981,-0.004274921,0.007999528,0,-0.052381014,-0.011594248,-0.014747899,-0.02648704,,-0.01213068,0.962002336
07/04/2009,-0.032501604,-0.026340212,0,-0.020525192,-0.019581324,0.00253722,-0.002644445,0,0.010887782,0,-0.021245711,0.017239372,,-0.007681176,0.954613026
08/04/2009,0.015589295,0.01686814,0,0.008381931,0.007231127,0.008856258,0.007957448,0,0.005799557,0.008064539,0.005920017,-0.0014987,,0.006930801,0.961229259
09/04/2009,0.052642543,0.030986002,0,0.025353991,0.051281958,-0.012541228,0.028289558,0,0.002471148,0.034181836,0.039234959,-0.003463838,,0.020703077,0.981129663
13/04/2009,-0.000821442,-0.001517909,0,0.010133286,0.003902845,0.009183513,-0.01151627,0,0.032867676,0.024613169,-0.027371377,0.018190241,,0.004805311,0.985844296
14/04/2009,-0.024357442,-0.012161666,0,-0.00722329,-0.024619648,0.005228013,0.003235553,0,-0.002386614,-0.015099495,-0.012129962,-0.005803306,,-0.007943155,0.978013583
15/04/2009,0.011692887,-0.002770078,0,0.011722112,0.008303127,-0.001733958,0.00773737,0,0.000797466,0.037630655,0.002455665,0.001487893,,0.006443595,0.984315506
16/04/2009,0.026759531,0.025926081,0,0.005993049,0.010210531,-0.007910817,0.023225907,0,-0.039043806,-0.015446628,-0.005389595,-0.019314314,,0.000417495,0.984726453
17/04/2009,0.012169301,0.002105504,0,-0.000397532,-0.00749884,-0.01098885,0.005674677,0,-0.031509129,0.011596201,0.002463118,-0.006875613,,-0.00193843,0.982817629
20/04/2009,-0.049393855,-0.032122309,0,-0.043305049,-0.043035804,0.015142623,-0.02319803,0,0.017979455,-0.051247507,-0.068304639,0.020300349,,-0.021432064,0.961753819
21/04/2009,0.025927544,0.013957659,0,0.022009389,0.017851067,-0.009879869,0.014121147,0,-0.002523186,-0.007818005,-0.002109717,-0.000690024,,0.005903834,0.967431854
22/04/2009,0.002670691,0.003059233,0,-0.006501377,-0.011804277,-0.006065356,-0.017721811,0,0.022765638,-0.005014302,-0.003699758,0.00563929,,-0.001389336,0.966087766
23/04/2009,-0.001946803,0.00975899,0,0.02576698,0.020136479,-9.84513E-05,0.001933076,0,0.033800482,-0.014398869,0.012732066,0.016250925,,0.00866124,0.974455283
24/04/2009,0.02412501,0.017517273,0,0.016347515,0.018401022,-0.010040121,0.010289229,0,0.010366835,0.013878789,0.030382476,0.010360339,,0.011802364,0.985956159
27/04/2009,-0.008420178,0.001187422,0,-0.012945997,-0.031208617,0.004275352,0.007001342,0,-0.000789284,-0.040345906,-0.023894245,-0.007913498,,-0.009421134,0.976667334
28/04/2009,0.003134167,-0.007411787,0,-0.007154161,-0.002713122,-0.01633589,-0.00126329,0,-0.028435992,-0.020270267,-0.012500073,-0.014155737,,-0.008925513,0.967950077
29/04/2009,0.026705402,0.013739459,0,0.027622294,0.047262302,-0.008858378,0.006329128,0,0.020325203,0.049808447,0.024261643,0.006609707,,0.017817101,0.985196141
30/04/2009,-0.001963426,0.010017027,0,0.0023369,0.00844204,-0.003960208,0.015094101,0,-0.027091645,0.014598562,0,-0.012000511,,0.00045607,0.98564546
01/05/2009,-0.001179968,0.00262619,0,0.013991682,0.019961486,-0.006882069,0.008054733,0,0.008190039,0.042446059,0.041194583,-0.003666778,,0.010394663,0.995890912
04/05/2009,0.041157983,0.019785164,0,0.03717889,0.069759864,0.003294511,-0.011063687,0,0.042242038,0.020013753,0.035608423,0.019436486,,0.023117785,1.018913705
05/05/2009,-0.006714592,-0.000856103,0,-0.013673064,-0.007967086,-0.001231371,0.007458271,0,0.024162153,-0.022327466,-0.012894105,-0.004399813,,-0.003203598,1.015649515
06/05/2009,0.007616795,0.000285181,0,0.030722678,0.015467106,-0.002363744,0.019740927,0,0.028919338,0.049826982,0.037252135,0.014617574,,0.016840414,1.032753473
07/05/2009,-0.024567712,-0.023408285,0,-0.014903516,-0.026069149,-0.024413069,-0.012704085,0,0.005917154,-0.011865522,0.000932749,-0.001116802,,-0.01101652,1.021376124
08/05/2009,0.030804883,0.000584119,0,0.040959484,0.033082565,0.002428406,0.011028906,0,0.013970557,-0.003335578,0.032152897,0.006037577,,0.013976151,1.035651032
11/05/2009,-0.019358758,0.003505692,0,-0.022686928,-0.01717617,0.014218763,0.001818592,0,-0.00362583,-0.021418963,-0.005869065,-0.003222948,,-0.006151301,1.02928043
12/05/2009,-0.011116614,-0.012226995,0,0.008342392,-0.006220067,0.003635188,-0.002419586,0,0.020378507,-0.002051916,0.012715699,0.011260949,,0.00185813,1.031192967
13/05/2009,-0.042155304,-0.026819314,0,-0.034172873,-0.034277428,0.010865951,-0.010309443,0,-0.014978604,-0.032213927,-0.015246639,0.004299883,,-0.016250642,1.014435419
14/05/2009,0.013658348,0.011204655,0,0.011918402,0.013888941,0.003889221,-0.003676745,0,0.002896449,0.00779039,0.005919934,-0.000658662,,0.005569244,1.020085058
15/05/2009,-0.007685259,-0.000598852,0,-0.011778027,-0.008827912,-0.000305834,-0.013524928,0,-0.005776168,-0.009135604,-0.034857471,0.00571245,,-0.007231467,1.012708347
18/05/2009,0.035606397,0.026071283,0,0.039479152,0.052211274,-0.015503461,0.01446541,0,-0.01379815,0.019858129,0.045028132,-0.012998388,,0.015868315,1.028778321
19/05/2009,0.004273514,0.004673079,0,0.006448846,0.012551352,-0.005284466,0.003099776,0,0.029455053,0.002781686,0.004039477,0.006640089,,0.005723201,1.034666226
20/05/2009,-0.008026801,-0.003489056,0,0.00711982,0.002594109,0.010519855,0.006798123,0,0.008583751,0,0.032185979,0.014182068,,0.005872321,1.040742118
21/05/2009,-0.014624273,-0.018377291,0,-0.009543692,-0.018113896,-0.02514981,-0.009821552,0,0.01702126,-0.031900177,-0.012992544,0.017344157,,-0.008846485,1.031535209
22/05/2009,-0.008607747,-0.003269132,0,0.007851275,0.006149329,-0.011101125,0.013639057,0,0.01115759,0.032234951,0.008336909,0.003196623,,0.004965644,1.036657446
26/05/2009,0.039021996,0.037269261,0,0.01770576,0.009313285,-0.015075635,-0.003058285,0,-0.005517236,-0.00069394,0.01000872,-0.00414232,,0.0070693,1.043985888
27/05/2009,-0.015368203,-0.006898893,0,-0.016353738,-0.000864977,-0.017694522,-0.006748846,0,0.01109569,-0.029166661,0.014648775,-0.003306369,,-0.005888145,1.037838748
28/05/2009,0.004584285,0.011577469,0,0.007074486,0.027128149,0.014476885,0.009265202,0,0.024005513,0.017167378,0.023354579,0.008453729,,0.012257306,1.050559855
29/05/2009,0.01641115,0.012303333,0,0.021777455,0.011520211,0.025817824,0.009791827,0,0.036168784,0.017580845,0.034024936,0.020797953,,0.01718286,1.068611478
01/06/2009,0.037451503,0.028547035,0,0.024063275,0.03805548,-0.029564395,0.008485594,0,-0.007756941,0.057360136,0.022471885,-0.004885588,,0.014518999,1.084126647
02/06/2009,0.005156579,0.001374476,0,0.009399155,-0.014449658,0.00537891,0.000600545,0,0.026058606,-0.017647119,0.004317176,0.00658098,,0.002230804,1.086545121
03/06/2009,-0.016674201,-0.003018773,0,-0.028599822,-0.039098883,0.009391403,-0.00120166,0,-0.038730137,-0.02129077,-0.027745261,-0.020236581,,-0.01560039,1.069594593
04/06/2009,0.013789293,0.011285182,0,0.00376566,0.0231707,-0.020662421,0.007216372,0,0.032364581,0.049626073,0.030144755,0.019277615,,0.014164817,1.084745205
05/06/2009,-0.002205624,0.001088613,0,-0.01125518,0.000828428,-0.00762161,-0.000597136,0,-0.039667299,-0.017487044,0.003901624,-0.026187303,,-0.008266878,1.075777749
08/06/2009,-0.006815694,-0.0029904,0,-0.005863707,-0.00689858,-0.002559827,0.004778872,0,-0.016655563,0.006592,0.006218459,-0.001600699,,-0.002149595,1.073465263
09/06/2009,0.008809865,0.007635303,0,0.010062136,0.00444567,-0.00011159,-0.007134002,0,0.018292649,0.03667323,0.001545007,0.002885894,,0.006925347,1.080899382
10/06/2009,-0.002298317,-0.003517796,0,0.003778597,0.01023518,-0.015737083,0.005987521,0,-0.001330639,-0.00315858,0.007713043,0.000319714,,0.00016597,1.081078779
11/06/2009,0.002580088,0,0,0.016769364,0.021632214,0.011112681,0.004167193,0,0.007994662,0.038022807,0.008419491,-0.001704706,,0.009082816,1.090898019
12/06/2009,-0.000735236,-0.004617398,0,-0.004375267,-0.016617898,0.008971341,0.001185352,0,-0.033046926,-0.021977958,-0.00683116,-0.016328696,,-0.007864487,1.082318666
15/06/2009,-0.024096373,-0.020463757,0,-0.033468648,-0.034614405,0.009002776,-0.01180896,0,-0.054682173,-0.043071212,-0.015666774,-0.01160898,,-0.020039876,1.060629134
16/06/2009,-0.017340793,-0.009749288,0,-0.011192841,-0.020609498,0.017404885,-0.015086475,0,0.011569042,-0.016960227,-0.004658413,0.009110887,,-0.004792727,1.055545829
17/06/2009,-0.000670838,0.009564039,0,0.001061038,-0.010089413,-0.005630279,0.006127439,0,0.00929236,0.007962773,0.006630266,0.004568674,,0.002401338,1.058080551
18/06/2009,0.007101706,-0.001950881,0,0.001060213,0,-0.01513497,0.002435399,0,-0.010623203,0.002633354,-0.001162309,-0.008012971,,-0.001971138,1.055994928
19/06/2009,0.001185915,0.010733612,0,0.012354456,0.003082258,0.013709785,-0.002429483,0,0.001431604,0.000656642,-0.012412796,0.003165603,,0.002623133,1.058764943
22/06/2009,-0.034202844,-0.029866959,0,-0.032078069,-0.043605763,0.009706657,-0.014007768,0,-0.03216582,-0.041338575,-0.041241138,-0.014798701,,-0.022799915,1.034625193
23/06/2009,-0.004352383,-0.002280642,0,0.016570485,0.011628107,0.011773553,0,0,0.005908414,0.016427101,0.022122132,0.00419701,,0.006832815,1.041694595
24/06/2009,0.013412384,0.016857321,0,-0.004961086,0.015123961,-0.010035997,0.012353176,0,0.004405317,0.035016806,-0.000801608,0.005829287,,0.00726663,1.049264204
25/06/2009,0.025588517,0.019668324,0,0.024929103,0.030691467,0.018333615,0.000610182,0,0.009502932,0.025374165,0.016847192,0.009404053,,0.015079129,1.065086195
26/06/2009,0,0.002204718,0,0,0.007805365,0.001693967,0.001220052,0,0.006516958,-0.027918796,-0.012623271,-0.000216625,,-0.001776469,1.063194102
29/06/2009,0.00936829,0.002199158,0,0.003474511,0.002868636,0.001480816,0.006698539,0,-0.017266171,0.005874672,0.02157408,-0.002708853,,0.002796973,1.066167828
30/06/2009,-0.003693837,-0.001919849,0,-0.011080546,-0.011155161,-0.001689288,-0.000605229,0,-0.020497784,-0.022063633,-0.01095032,-0.00934377,,-0.007749951,1.057905079
01/07/2009,0.00827008,0.000549313,0,0.023809654,0.015041701,-0.001983998,-0.001210975,0,0.012705536,0.032514968,-0.008303687,0.013270444,,0.007888586,1.066250454
02/07/2009,-0.028377861,-0.02197778,0,-0.03043778,-0.031063022,0.002338425,-0.004847296,0,-0.028782313,-0.014138793,-0.026315787,-0.012338991,,-0.016328433,1.048840255
06/07/2009,-0.008829215,-0.005336922,0,0.001411025,-0.004999914,-0.001908908,-0.007308688,0,-0.00455923,-0.008474617,-0.031122053,-0.00536984,,-0.006374863,1.042154041
07/07/2009,-0.024180698,-0.024851982,0,-0.02465659,-0.028081465,0.006693726,-0.009202168,0,-0.016030537,-0.02498358,-0.021132672,-0.000550937,,-0.013914742,1.027652737
08/07/2009,-0.002909203,0.005212244,0,-0.00541713,-0.004257765,0.018469859,-0.003095805,0,-0.015515963,-0.026972326,-0.023747853,-0.015874793,,-0.006175728,1.021306233
09/07/2009,0.001308147,0.001729026,0,0.020334119,0.014965785,-0.011917434,0.02360244,0,-0.001576005,0.025641066,0.013710697,0.002688535,,0.007540531,1.029007425
10/07/2009,-0.001306438,0.004314206,0,-0.019573165,-0.001504295,0.009229455,-0.010922741,0,-0.013417528,-0.006081146,-0.013525257,0.000782032,,-0.00433374,1.024547974
13/07/2009,0.024751069,0.019186783,0,0.018148692,0.005425035,-0.005611866,0.00368174,0,0.012799988,-0.008837569,-0.001326811,0.006809562,,0.006252219,1.030953672
14/07/2009,0.007364051,0.003653057,0,0.002495779,0.01019182,-0.016616253,0.004277579,0,0.00473937,0.015089274,-0.002657234,0.006874322,,0.00295098,1.033995996
15/07/2009,0.03060414,0.033593906,0,0.030227632,0.045993681,-0.025717672,0.005887921,0,0.026729571,0.041891837,0.036856038,0.015747168,,0.020151185,1.054832241
16/07/2009,0.014469322,0.01191793,0,0.016223905,0.007943501,0.010799153,0.003659513,0,0.00229707,0.010376112,0.012848042,-0.002818674,,0.007309656,1.062542702
17/07/2009,-0.003449096,0.005353188,0,-0.001358878,0.006473487,-0.015431087,-0.00364617,0,0.00611153,0.020539107,0.019450348,-0.00054363,,0.002791567,1.065508861
20/07/2009,0.014873758,0.009584568,0,0.017346862,0.034116082,0.005260235,0.01219687,0,0.02126042,0.026415153,0.022397313,0.01468507,,0.014844694,1.081326014
21/07/2009,0.001935361,0.006856623,0,0.005015057,-0.000811227,0.019952478,0.008432889,0,-0.008921925,0,0.001622728,-0.001608078,,0.002706159,1.084252254
22/07/2009,0.004968037,0.008381305,0,0.003659369,-0.00054103,-0.008979,-0.00119485,0,0.009002242,0.01593139,0.015795842,0.003328736,,0.004196003,1.08880178
23/07/2009,0.026730162,0.022078278,0,0.014584201,0.027620159,-0.018336898,0.013755474,0,0.005204509,0.003618817,0.019138712,-0.001926373,,0.009372254,1.099006306
24/07/2009,0.007578461,-0.007623918,0,0.008493894,-0.003689273,0.004834256,0.001770539,0,0.010354984,-0.002403767,0.00899845,0.001608423,,0.002493504,1.101746683
27/07/2009,0.004247314,0.007682489,0,0.000323615,0.004496153,-0.011481932,0.005889186,0,0.013177182,0.015060158,-0.008142701,0.003211598,,0.002871922,1.104910813
28/07/2009,-0.001762164,-0.006861811,0,-0.003238136,-0.002633247,0.008849643,0.00234244,0,-0.023121365,-0.00356083,-0.00977328,-0.017073935,,-0.004736057,1.099677893
29/07/2009,-0.007149737,0.00665343,0,-0.011695915,-0.022703301,0.005483026,0.001752441,0,-0.02958584,-0.024419312,-0.035530969,-0.009879532,,-0.010589642,1.088032697
30/07/2009,0.013068937,0.005845731,0,0.023668656,0.021340146,0.014175658,0.012244394,0,0.009908545,0.035408889,0.043798586,0.004605327,,0.015338739,1.104721747
31/07/2009,8.77329E-05,-0.003031592,0,0.014129635,0.006612048,0.019463865,0.005184339,0,0.03396225,0.014151175,0.013333413,0.018882293,,0.010231263,1.116024446
03/08/2009,0.022113258,0.014955461,0,0.026915713,0.034944615,-0.015155865,0.002865738,0,0.024087586,0.062209247,0.0224458,0.00557048,,0.016746003,1.134713394
04/08/2009,0.008756608,0,0,-0.001233155,-0.004061791,-0.007951051,0.002284809,0,0.022808315,-0.001642036,0.011355026,0.008628929,,0.003245471,1.138396074
05/08/2009,-0.004085013,-0.007742839,0,-0.003396304,-0.00331385,-0.014948138,-0.000570026,0,0.011846695,0.028508694,0.008982015,0.001056173,,0.001361451,1.139945944
06/08/2009,-0.008118258,-0.008809575,0,-0.006815317,-0.005114928,0.003408334,-0.00171055,0,-0.013774157,-0.029317728,-0.005192909,-0.001899138,,-0.006445352,1.132598591
07/08/2009,0.02438185,0.012697149,0,-0.002183435,0.006683469,-0.00832803,0.007427772,0,0.004888314,0.016474571,-0.01081278,-0.008985185,,0.003520308,1.136585686
10/08/2009,-0.004121218,-0.007020848,0,-0.007189474,-0.008426802,0.012486934,-0.005105043,0,-0.016678299,-0.014586707,0.007161709,-0.008746663,,-0.004352201,1.131639037
11/08/2009,-0.01427232,-0.008586059,0,-0.006927347,-0.018285024,0.011569537,-0.00741084,0,-0.004240245,-0.017543928,-0.022829365,-0.001506504,,-0.007502675,1.123148718
12/08/2009,0.01327978,0.015537083,0,0.012682579,0.004984411,-0.010681503,-0.00229814,0,0.01774308,0.021205317,0.007276911,0.001724281,,0.006787817,1.130772445
13/08/2009,0.008877889,0.005518599,0,0.015967367,0.018011064,0.014177753,-0.000575402,0,0.03138074,0.037158538,0.010646451,0.00828407,,0.012453922,1.144854997
14/08/2009,-0.015169481,-0.011474563,0,-0.008628772,-0.016410862,0.003872265,-0.00777539,0,-0.024340748,-0.037934662,-0.033483833,-0.007682471,,-0.013252377,1.129682948
17/08/2009,-0.028933868,-0.029018361,0,-0.032949896,-0.036756777,0.014782969,-0.034503095,0,-0.047124067,-0.019715221,-0.012456205,-0.01494623,,-0.020135063,1.106936711
18/08/2009,0.013320777,0.014293571,0,0.016715128,0.015155183,-0.005806402,0.018171086,0,-0.002181799,-0.001117392,0.024438223,0.004912094,,0.008158372,1.115967513
19/08/2009,0.006918743,0.006917406,0,0.007903427,0.007465911,0.008281953,-0.001784617,0,-0.010932986,-0.005592767,0.021931529,0.005105379,,0.003851165,1.120265288
