Date,MDY,QQQ,IEFA,VEA,ADRE,TLT,PHB,VCSH,SLV,DBB,DBO,GLD
2006-01-03,111.59403228759766,36.14553451538086,,,21.03289222717285,55.619266510009766,,,,,,53.119998931884766
2006-01-04,112.3857879638672,36.52180480957031,,,21.208908081054688,55.75262451171875,,,,,,53.29999923706055
2006-01-05,112.54903411865234,36.67930221557617,,,21.19658088684082,55.6859130859375,,,,,,52.34000015258789
2006-01-06,113.83057403564452,37.34429168701172,,,21.63308334350586,55.58296203613281,,,,,,53.720001220703125
2006-01-09,114.3448715209961,37.49301528930664,,,21.84604835510254,55.619266510009766,,,,,,54.59999847412109
2006-01-10,115.00603485107422,37.519290924072266,,,21.51868057250977,55.17085266113281,,,,,,54.060001373291016
2006-01-11,115.09584045410156,37.80802917480469,,,21.79853057861328,55.0799446105957,,,,,,54.52999877929688
2006-01-12,114.52445220947266,37.624267578125,,,21.60844993591309,55.44962310791016,,,,,,54.43000030517578
2006-01-13,114.1163330078125,37.60676193237305,,,21.74573135375977,55.77083206176758,,,,,,55.43999862670898
2006-01-17,114.05098724365234,37.36178588867188,,,21.342670440673828,56.01924896240234,,,,,,55.2599983215332
2006-01-18,113.73265838623048,36.93301773071289,,,21.1737003326416,56.0010871887207,,,,,,54.06999969482422
2006-01-19,114.92440795898438,37.20429992675781,,,21.82493019104004,55.83746719360352,,,,,,55.59000015258789
2006-01-20,113.03065490722656,36.093048095703125,,,21.53627586364746,55.982887268066406,,,,,,55.20000076293945
2006-01-23,113.5204086303711,36.1017951965332,,,21.740447998046875,55.964691162109375,,,,,,55.77000045776367
2006-01-24,114.51624298095705,36.25929260253906,,,22.161108016967773,55.69197463989258,,,,,,55.72999954223633
2006-01-25,113.8551025390625,36.1017951965332,,,22.124135971069336,55.08601379394531,,,,,,56.13999938964844
2006-01-26,115.2835693359375,36.35555267333984,,,22.648645401000977,54.84966278076172,,,,,,55.880001068115234
2006-01-27,115.61827087402344,36.84555435180664,,,22.854568481445312,54.84966278076172,,,,,,55.630001068115234
2006-01-30,115.70807647705078,36.9155502319336,,,23.01826286315918,54.79513168334961,,,,,,56.68000030517578
2006-01-31,115.80601501464844,36.74930191040039,,,23.19250869750977,54.94663619995117,,,,,,56.70000076293945
2006-02-01,116.7039031982422,36.88053894042969,,,23.137939453125,54.75865936279297,,,,,,56.70000076293945
2006-02-02,115.4223861694336,36.25055313110352,,,22.61697006225586,54.86209487915039,,,,,,56.97999954223633
2006-02-03,115.16929626464844,35.804298400878906,,,22.326555252075195,55.25131607055664,,,,,,56.5
2006-02-06,115.95291137695312,35.70804977416992,,,22.826417922973636,55.36076354980469,,,,,,56.720001220703125
2006-02-07,114.1978988647461,35.550559997558594,,,22.13646507263184,55.09929656982422,,,,,,54.59999847412109
2006-02-08,114.60609436035156,35.96180725097656,,,22.21742820739746,54.97157669067383,,,,,,54.83000183105469
2006-02-09,114.1163330078125,35.62056350708008,,,22.326555252075195,55.22089767456055,,,,,,56.18000030517578
2006-02-10,114.12445831298828,35.83931350708008,,,22.242061614990234,54.91686248779297,,,,,,54.790000915527344
2006-02-13,113.43878173828124,35.42807388305664,,,21.738683700561523,54.92290496826172,,,,,,53.720001220703125
2006-02-14,114.32037353515624,35.78681182861328,,,22.076622009277344,54.72827911376953,,,,,,54.4900016784668
2006-02-15,114.802001953125,36.01430130004883,,,22.06253242492676,54.86209487915039,,,,,,53.7599983215332
2006-02-16,115.7896499633789,36.346805572509766,,,22.63280868530273,54.8742561340332,,,,,,54.52000045776367
2006-02-17,115.4223861694336,36.058067321777344,,,22.659204483032227,55.312110900878906,,,,,,54.959999084472656
2006-02-21,115.50396728515624,35.65556335449219,,,22.66800880432129,55.22089767456055,,,,,,55.119998931884766
2006-02-22,116.17333221435548,36.1017951965332,,,22.72785377502441,55.59794998168945,,,,,,55.34000015258789
2006-02-23,116.13253784179688,36.00556564331055,,,22.70495986938477,55.458038330078125,,,,,,54.63999938964844
2006-02-24,116.78557586669922,36.1017951965332,,,22.85633087158203,55.37297439575195,,,,,,55.63999938964844
2006-02-27,116.6222686767578,36.50428771972656,,,22.83697509765625,55.2817268371582,,,,,,55.220001220703125
2006-02-28,115.47953033447266,35.96180725097656,,,22.442716598510746,55.55539321899414,,,,,,56.06999969482422
2006-03-01,117.27530670166016,36.451786041259766,,,23.05698776245117,55.21978759765625,,,,,,56.09999847412109
2006-03-02,116.98145294189452,36.4780387878418,,,23.085134506225582,54.83524703979492,,,,,,56.7400016784668
2006-03-03,116.10808563232422,36.268062591552734,,,22.86865234375,54.51790618896485,,,,,,56.27999877929688
2006-03-06,115.21826171875,35.953060150146484,,,22.433914184570312,54.041873931884766,,,,,,55.22999954223633
2006-03-07,113.81429290771484,35.74308395385742,,,21.7246036529541,54.0784797668457,,,,,,54.95000076293945
2006-03-08,114.2224349975586,35.76055145263672,,,21.575000762939453,54.060176849365234,,,,,,53.970001220703125
2006-03-09,113.31634521484376,35.45432662963867,,,21.414825439453125,54.0784797668457,,,,,,54.2400016784668
2006-03-10,114.37749481201172,35.48931884765625,,,21.73341178894043,53.87708282470703,,,,,,53.83000183105469
2006-03-13,115.07135009765624,35.59432601928711,,,21.8759765625,53.83436965942383,,,,,,54.310001373291016
2006-03-14,116.15707397460938,36.19805145263672,,,22.25614356994629,54.194435119628906,,,,,,54.869998931884766
2006-03-15,117.03858184814452,36.50428771972656,,,22.6838493347168,53.90146255493164,,,,,,55.119998931884766
2006-03-16,116.58968353271484,36.19805145263672,,,22.5747184753418,54.38971710205078,,,,,,55.34000015258789
2006-03-17,117.06436157226562,36.293495178222656,,,22.57578468322754,54.22494125366211,,,,,,55.119998931884766
2006-03-20,116.6632843017578,36.38105010986328,,,22.65338706970215,54.31040191650391,,,,,,55.16999816894531
2006-03-21,115.71390533447266,35.995811462402344,,,22.314743041992188,54.029632568359375,,,,,,54.83000183105469
2006-03-22,116.6632843017578,36.08334732055664,,,22.529916763305664,54.14562225341797,,,,,,54.75
2006-03-23,116.81062316894533,35.97828674316406,,,22.461143493652344,53.974727630615234,,,,,,54.70000076293945
2006-03-24,117.48175048828124,36.16215133666992,,,22.649852752685547,54.37140274047852,,,,,,55.709999084472656
2006-03-27,117.33445739746094,36.17092514038086,,,22.62163543701172,54.17003631591797,,,,,,56.38999938964844
2006-03-28,116.95795440673828,36.02205276489258,,,22.15953254699707,53.663455963134766,,,,,,56.060001373291016
2006-03-29,118.16930389404295,36.70501327514648,,,22.5334529876709,53.40714645385742,,,,,,57.06999969482422
2006-03-30,118.3083953857422,36.81884765625,,,22.72922134399414,53.03485870361328,,,,,,58.59999847412109
2006-03-31,118.4802703857422,36.71379089355469,,,22.80154037475586,53.01655578613281,,,,,,58.09999847412109
2006-04-03,117.98925018310548,36.75756454467773,,,23.44706153869629,53.0337142944336,,,,,,58.470001220703125
2006-04-04,118.53756713867188,36.95896530151367,,,23.54583168029785,52.97856521606445,,,,,,58.33000183105469
2006-04-05,119.585205078125,37.30918502807617,,,23.690460205078125,53.05210494995117,,,,,,58.65999984741211
2006-04-06,119.73248291015624,37.414249420166016,,,23.704565048217773,52.64778518676758,,,,,,59.27999877929688
2006-04-07,118.36568450927734,37.055267333984375,,,23.344770431518555,52.1331787109375,,,,,,58.59000015258789
2006-04-10,118.06283569335938,37.00273513793945,,,23.30419540405273,52.231204986572266,,,,,,59.59999847412109
2006-04-11,116.85154724121094,36.70501327514648,,,22.93028450012207,52.41497802734375,,,,,,59.0099983215332
2006-04-12,117.2362060546875,36.71379089355469,,,23.09607696533203,52.09642028808594,,,,,,59.43000030517578
2006-04-13,116.99073028564452,36.86261367797852,,,23.2371768951416,51.72880935668945,,,,,,59.5
2006-04-17,117.33445739746094,36.47737503051758,,,23.674585342407227,51.91875457763672,,,,,,61.09000015258789
2006-04-18,119.82256317138672,37.17783737182617,,,24.25308990478516,52.01068878173828,,,,,,61.84999847412109
2006-04-19,120.83749389648438,37.344215393066406,,,24.461206436157227,51.69208526611328,,,,,,63.75
2006-04-20,120.96017456054688,37.21286392211914,,,24.286590576171875,51.649200439453125,,,,,,60.959999084472656
2006-04-21,120.61646270751952,36.77506637573242,,,24.54233932495117,51.94939422607422,,,,,,63.20000076293945
2006-04-24,120.10082244873048,36.74005508422852,,,24.34480857849121,52.15769577026367,,,,,,61.650001525878906
2006-04-25,120.33819580078124,36.66123580932617,,,24.163145065307617,51.53892517089844,,,,,,62.77999877929688
2006-04-26,119.56067657470705,36.652488708496094,,,24.49824523925781,51.45317840576172,,,,,,63.650001525878906
2006-04-27,119.24147033691406,37.00273513793945,,,24.145505905151367,51.52054977416992,,,,,,62.959999084472656
