,TLT,TLT,TLT,TLT,TLT,BND,BND,BND,BND,BND,TIP,TIP,TIP,TIP,TIP,PHB,PHB,PHB,PHB,PHB,BWX,BWX,BWX,BWX,BWX,VCSH,VCSH,VCSH,VCSH,VCSH
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,70.90008701193372,70.9987258854122,70.37652930799608,70.48275756835938,8869300,59.67525683282542,59.778929189190315,59.64564261604896,59.756710052490234,760700.0,85.57978758163864,85.64165204193574,85.35553333785141,85.5256576538086,843900,11.549881935119629,11.549881935119629,11.531272677702303,11.549881935119629,110800.0,26.882621208210047,27.05221366882324,26.75651339842938,27.052213668823242,169200.0,60.93680431355932,60.9991850663235,60.83543410307853,60.967994689941406,190600.0
2011-04-28,70.73321215556949,71.02154541015625,70.54351785383884,71.02154541015625,8110200,59.823344183002476,59.882583903515155,59.78631794532937,59.86777114868164,1046600.0,85.71124664809703,85.92777226295932,85.62619038833654,85.78084564208984,628400,11.543679643526158,11.556084632873535,11.525070384828503,11.556084632873535,145100.0,27.165268196747306,27.187010515585815,27.104389040466447,27.182661056518555,215000.0,60.93681603046854,61.0927619934082,60.93681603046854,61.0927619934082,143100.0
2011-04-29,70.92288457980239,71.26433190198745,70.83182925901555,71.24156951904297,5900000,59.8381951959536,59.97148184020365,59.8381951959536,59.94926834106445,526000.0,85.81176785429197,86.07468293492131,85.68803894595881,85.95869445800781,933000,11.574688911437988,11.574688911437988,11.549877760300769,11.574688911437988,131000.0,27.22614629773898,27.304419969589784,27.20005452084453,27.287025451660156,150000.0,60.929489172015536,61.09352938924002,60.929489172015536,61.085716247558594,511000.0
2011-05-02,71.11201063762525,71.38633947728009,70.99770598547305,71.3558578491211,5285100,60.04056376531819,60.04056376531819,59.91433589213609,59.966312408447266,820700.0,86.04733249942066,86.22614687668374,85.9229388576002,86.10175323486328,757600,11.587095442285596,11.599501609802246,11.574689274768946,11.599501609802246,1451000.0,27.347920391071792,27.356617655056755,27.217464748964336,27.30443572998047,280000.0,61.18724436542871,61.18724436542871,61.04663767066064,61.109130859375,119300.0
2011-05-03,71.59970329447201,71.75972747802734,71.31013655476843,71.75972747802734,6486600,60.025699997112355,60.05540166786724,59.9588754866747,60.03312683105469,693400.0,86.09399085781631,86.24170684814453,86.0240238717132,86.24170684814453,823400,11.593301415925344,11.593301415925344,11.556082904097876,11.568489074707031,275000.0,27.265283484258667,27.304420320687317,27.18700981140137,27.187009811401367,172800.0,60.984190807813135,61.109177280186266,60.984190807813135,61.10136413574219,128500.0
2011-05-04,71.8664149865278,72.17884732763608,71.83593335711896,72.07978057861328,7406300,60.04052491731018,60.14447788267188,60.01825009116292,60.10734939575195,821600.0,86.39718581537295,86.5993225330143,86.30389650831984,86.31944274902344,788000,11.587100613609596,11.587100613609596,11.543680191040039,11.543680191040039,302000.0,27.282691648040508,27.33922137206364,27.19572067260742,27.195720672607422,216000.0,61.109135540839006,61.148189317018456,61.07788894408808,61.124755859375,133000.0
2011-05-05,72.331233902689,72.87226962582798,72.24741089352062,72.76558685302734,9600000,60.15193230127475,60.270733316884545,60.13707863368956,60.241031646728516,581500.0,86.42050522722332,86.42050522722332,86.06287648207541,86.21836853027344,880600,11.55607966074716,11.580891995001597,11.543674676737158,11.574688911437988,235800.0,27.191366679227166,27.191366679227166,26.891318605769996,26.943500518798828,428000.0,61.171652883056865,61.171652883056865,61.04667239421729,61.077919006347656,230700.0
2011-05-06,72.01881027386224,72.7655897128162,71.89688377799816,72.44554138183594,9451500,60.18165333778648,60.35985775105422,60.13709798570743,60.285606384277344,602600.0,85.96183291695256,86.42829731710792,85.86853766435482,86.2494888305664,600500,11.587093353271484,11.611904500714378,11.574687187991518,11.587093353271484,113400.0,27.043520742226804,27.043520742226804,26.72173029328056,26.804351806640625,328800.0,61.17163021931666,61.226310280365674,61.08570355771397,61.179443359375,82000.0
2011-05-09,72.31600522544585,72.54460870471257,72.27027987857186,72.36934661865234,3731200,60.3227279624698,60.36728331360882,60.28560511237265,60.337581634521484,544300.0,86.3505482480714,86.4360674074986,86.2339306732692,86.42829132080078,596000,11.599510204187869,11.618118286132812,11.587104027479153,11.618118286132812,167000.0,26.830437163173915,26.83913442441585,26.68693484093143,26.81739044189453,243600.0,61.32004947579163,61.32004947579163,61.202876214793676,61.2653694152832,118500.0
2011-05-10,72.16362289992576,72.30840922488414,71.8511962890625,71.8511962890625,5458300,60.285597470818274,60.30044547597185,60.16679076952837,60.181644439697266,643600.0,86.29614140645789,86.36610840376125,86.16397756838452,86.19507598876953,1336700,11.605707733991572,11.630520078054577,11.593302745077754,11.611910820007324,113400.0,26.856524262304617,26.908707823877023,26.786947839040852,26.88261604309082,345800.0,61.280990757567416,61.280990757567416,61.109143392874714,61.148197174072266,189600.0
2011-05-11,71.87406925889817,72.46082490173042,71.76738641474685,72.26270294189453,6078700,60.159392318256906,60.30047392634857,60.12969629393886,60.255924224853516,570800.0,86.10175750135802,86.2261511493424,85.92294311523438,85.92294311523438,695500,11.62431506120649,11.630518146191891,11.580894649426172,11.593300819396973,260600.0,26.81304226907694,26.821739530198336,26.634752563170668,26.682586669921875,188400.0,61.21067134080855,61.23410479417588,61.124744705343105,61.22629165649414,122100.0
2011-05-12,72.35409458552851,72.47602107814971,71.56159563859136,71.8054428100586,8015800,60.226219632240166,60.29304418126139,60.144541406757966,60.19651794433594,994000.0,85.96962306804762,86.03181991328763,85.61200010504407,85.82190704345703,809000,11.60570618508354,11.63672161102295,11.580895027449538,11.63672161102295,126000.0,26.699989507226043,26.721731837384183,26.608669066428323,26.630413055419922,1112000.0,61.25753760961744,61.25753760961744,61.16380379712425,61.23410415649414,160200.0
2011-05-13,72.1254777672025,72.76557429352422,72.03403291468193,72.4531478881836,8380000,60.278179548094805,60.41183427429965,60.263331540745895,60.285606384277344,696200.0,85.89183932930875,85.89183932930875,85.62750582784211,85.80632019042969,1341800,11.61552619934082,11.634231179342267,11.609292395210387,11.61552619934082,113200.0,26.669540900227425,26.67388870125632,26.443417093568037,26.469507217407227,368000.0,61.27318255526429,61.327862615772716,61.23412281503844,61.2653694152832,102800.0
2011-05-16,72.41505796000754,72.99419717343295,72.20931427056408,72.8570327758789,6053600,60.33755548204672,60.434081648480614,60.28557898242638,60.42665481567383,1271500.0,85.99289779993356,85.99289779993356,85.6896957615011,85.82963562011719,637800,11.615525763988654,11.64046573638916,11.615525763988654,11.64046573638916,113000.0,26.57822011843503,26.626054223248158,26.512993150916753,26.569522857666016,226000.0,61.3434551605683,61.3434551605683,61.241908225511615,61.30440139770508,116000.0
2011-05-17,73.17707448319251,73.61142740054922,73.13897681795662,73.60380554199219,9826900,60.50832443706986,60.54545293084726,60.47120160830524,60.52317810058594,713200.0,85.61194731608163,85.90737325168335,85.61194731608163,85.89959716796875,660600,11.659170715689541,11.659170715689541,11.615525763988654,11.64046573638916,122200.0,26.46081119844197,26.560828873962798,26.42167435201342,26.51299476623535,484000.0,61.374748436722214,61.374748436722214,61.27320142441494,61.320068359375,171300.0
2011-05-18,73.35997484112748,73.451419722992,72.60557346051692,72.62843322753906,7707600,60.49346028588271,60.50830828042136,60.34495201543989,60.352378845214844,705300.0,85.95405460257705,86.03180361010229,85.736371616906,85.85298919677734,926300,11.640463137311578,11.652933120727539,11.634228145603597,11.652933120727539,109600.0,26.539086304029023,26.582572612838376,26.478207130528997,26.495601654052734,165000.0,61.33565533586239,61.33565533586239,61.20286178588867,61.20286178588867,92300.0
2011-05-19,71.98070168395626,72.63604201829585,71.98070168395626,72.59793853759766,8052400,60.174217243804236,60.35984846469516,60.174217243804236,60.33014678955078,759900.0,85.66639219831755,85.83743049979036,85.53422246355133,85.62751770019531,970400,11.64670338642224,11.665407180786133,11.63423339737724,11.665407180786133,86300.0,26.456462569591917,26.665191857737003,26.456462569591917,26.63475227355957,217800.0,61.14816846722143,61.30440139770508,61.14035533077802,61.30440139770508,181200.0
2011-05-20,72.40744569520183,72.70464010742835,72.17884221150382,72.63605499267578,5602300,60.3375761724021,60.43410237193579,60.3375761724021,60.38212585449219,752700.0,85.61199535242498,85.67418626279492,85.41763467040283,85.59644317626953,731900,11.659164162540987,11.659164162540987,11.63422420415823,11.64669418334961,177200.0,26.621705377972127,26.621705377972127,26.434718425855625,26.486900329589844,257000.0,61.2575706709057,61.288817278493454,61.20289059754739,61.24976348876953,158700.0
2011-05-23,72.94851272559673,73.2990428404062,72.84182408617146,72.98661041259766,6300000,60.53805916563087,60.53805916563087,60.41925811767578,60.41925811767578,540400.0,85.65863828190338,85.75970369919624,85.58089519695369,85.60421752929688,635900,11.621756817038596,11.640461789997548,11.603053033282578,11.63422679901123,125700.0,26.339053193740742,26.430371950293996,26.30861360822299,26.373842239379883,320400.0,61.359120898534385,61.359120898534385,61.27319422142112,61.288814544677734,104400.0
2011-05-24,72.87989843391298,73.26091003417969,72.74273402526595,73.26091003417969,5549100,60.419252276617655,60.47864996234497,60.374696931053016,60.45637512207031,1002500.0,85.77523841872065,86.03956604003906,85.77523841872065,86.03956604003906,589100,11.634233424013132,11.640468418549908,11.596824645996094,11.596824645996094,227900.0,26.395582242207595,26.46515866853419,26.36514265936676,26.43471908569336,352000.0,61.22630122978651,61.32785415649414,61.22630122978651,61.32785415649414,143000.0
2011-05-25,73.26852156335198,73.36758247249475,72.80368701146514,72.9179916381836,5664500,60.50837371379568,60.530648562197165,60.426695492978624,60.47867202758789,486300.0,86.17950666951228,86.17950666951228,85.8452061311461,86.0628890991211,583000,11.60305964053287,11.627998429476357,11.596824645996094,11.596824645996094,175300.0,26.452113856185854,26.460809458079854,26.321656604115717,26.443416595458984,229800.0,61.36693529433505,61.36693529433505,61.257575139640615,61.320068359375,155100.0
2011-05-26,73.13141422590463,73.57338935999991,73.07045093559232,73.54290771484375,8307900,60.508349109084705,60.62715580560507,60.47864743495462,60.560325622558594,1436000.0,86.17173292850315,86.29612658868372,86.09398985659838,86.2728042602539,863400,11.59058741520894,11.621761192674635,11.59058741520894,11.61552619934082,99300.0,26.63475910070432,26.64780416617187,26.504303469528764,26.530393600463867,976200.0,61.36692386714268,61.398170471191406,61.32005694090976,61.398170471191406,108000.0
2011-05-27,73.2533219939404,73.54289466464954,73.06281610585422,73.51241302490234,5390600,60.58258056640625,60.604861063448155,60.5454577346962,60.58258056640625,774700.0,86.26502662878104,86.4127426147461,86.17173138531638,86.4127426147461,504100,11.627989214562541,11.64669418334961,11.615519235371162,11.64669418334961,89200.0,26.699987964378796,26.852185925524534,26.691290701051415,26.804351806640625,148800.0,61.41376605843718,61.45281982421875,61.382519470005505,61.45281982421875,123300.0
2011-05-31,73.29138215423991,73.73335694853299,73.22279705192379,73.68001556396484,7003900,60.55294540128983,60.70144820734917,60.48611517304989,60.656898498535156,1267900.0,86.20284024976833,86.45939775183538,86.18729400634766,86.18729400634766,1510100,11.659162521362305,11.665396320877836,11.63422256649017,11.659162521362305,162300.0,26.86088042779884,26.943501932666166,26.852183165365457,26.91741180419922,746200.0,61.424610325329674,61.49504852294922,61.38547401241017,61.49504852294922,242800.0
2011-06-01,74.12514180233171,74.73699013883784,74.10219851084092,74.6758041381836,12746400,60.77896159084738,60.95021438598633,60.75662550465351,60.95021438598633,1058300.0,86.47689778137492,86.81439181235741,86.39056168125772,86.8065414428711,1316400,11.65917128244074,11.665405086640552,11.615526328618275,11.621761322021484,134300.0,26.932205640709928,26.98884878395524,26.805844791018192,26.858131408691406,707200.0,61.51858143242133,61.549889315716655,61.41683529023766,61.54206085205078,124300.0
2011-06-02,73.79631646479397,74.11754023407104,73.25330352783203,73.25330352783203,15738700,60.81618438825224,60.860856554910534,60.704498291015625,60.704498291015625,892100.0,86.50826970442195,86.63384564160614,86.35129229784698,86.49256896972656,809300,11.627987577772137,11.671631309595869,11.609283800820538,11.659162521362305,387600.0,26.993222234305506,27.08908081054687,26.919147960403606,27.089080810546875,451000.0,61.54989757430866,61.54989757430866,61.440322953756706,61.487281799316406,186100.0
2011-06-03,73.86510628497494,73.88039986684944,73.0926491124102,73.67390441894531,10644100,60.92788352997062,60.92788352997062,60.71195854390849,60.80875015258789,747300.0,86.61032922836345,86.72806082528935,86.47690287961706,86.62602996826172,639600,11.61552455245392,11.640464522253112,11.590585771857942,11.627994537353516,282200.0,27.206734727971202,27.542243995356603,27.145733345203496,27.30695152282715,1438000.0,61.5890477928394,61.5890477928394,61.44816525307265,61.502952575683594,98800.0
2011-06-06,73.01618532410102,73.41388272404421,72.81733370661985,73.11560821533203,8776900,60.72683704336531,60.823634316167144,60.719395468989106,60.771514892578125,841900.0,86.4141100041627,86.72805892639866,86.4141100041627,86.66526794433594,608000,11.627995750188907,11.646700729489288,11.596821973891611,11.64046573638916,441900.0,27.37231329145883,27.37231329145883,27.245952324359394,27.276453018188477,687400.0,61.5264098960872,61.54206085205078,61.44814317353298,61.54206085205078,189400.0
2011-06-07,72.83264836578053,73.4674343964874,72.74851904212895,73.45214080810547,7399200,60.726832989950594,60.85341359358156,60.674713569840456,60.84596633911133,917800.0,86.64954821525883,86.83006475155642,86.45333094393264,86.79082489013672,511100,11.627996315424692,11.65917128244074,11.621761322021484,11.621761322021484,884200.0,27.34616662155757,27.38974022458021,27.293879960093403,27.36795425415039,318000.0,61.573348999023445,61.573348999023445,61.46377442829622,61.57334899902344,195800.0
2011-06-08,73.620394410072,74.06397846299302,73.55155867951979,74.02574157714844,7401800,60.88318514144256,61.032101812951616,60.86829631458674,60.965087890625,825100.0,86.8850050682178,87.05767722452094,86.73588401438171,86.78297424316406,671400,11.621761322021484,11.627996315424692,11.571882563999205,11.621761322021484,199000.0,27.333088591723726,27.333088591723726,27.232871822875058,27.245943069458008,226800.0,61.53427824014877,61.643852917013724,61.53427824014877,61.612545013427734,161300.0
2011-06-09,74.26281813482588,74.43872645341264,73.36799462706216,73.72745513916016,9963000,60.95770698984078,60.97259583151574,60.779006806166265,60.82368469238281,1069900.0,86.93994095304613,86.99488154634017,86.57105753411504,86.68093872070312,621400,11.603056084034494,11.621759872708235,11.578116113531841,11.609291076660156,290500.0,27.19366287754705,27.241593009281363,27.12394677561432,27.171876907348633,278600.0,61.64385808097653,61.64385808097653,61.487318549933114,61.52645492553711,190700.0
2011-06-10,74.11752399370333,74.48462845669349,74.03339467197222,74.29342651367188,7710800,60.890677435592536,60.957691407488944,60.82366914429051,60.89812469482422,975900.0,86.759447866665,86.95566517973741,86.58677567306893,86.64956665039062,773600,11.590577450296578,11.60304742624324,11.509523795845631,11.528228759765625,286600.0,27.184945796315326,27.184945796315326,26.940940291821512,26.980154037475586,509200.0,61.50287697980572,61.54983577821875,61.479397580599205,61.49504852294922,91500.0
2011-06-13,73.98750055140607,74.40814715047372,73.9110209429447,73.91867065429688,5540000,60.808755776434985,60.935330741166254,60.79386694318121,60.838539123535156,844200.0,86.56326076598938,86.84581427447694,86.53186526637084,86.6417465209961,554300,11.553173622688986,11.55940861331269,11.521998669570461,11.534468650817871,198700.0,27.010648193773466,27.106506757675252,26.980145852802067,27.0716495513916,310200.0,61.463802376536556,61.52641815152881,61.440322953756706,61.487281799316406,128200.0
2011-06-14,73.22267312172397,73.34504513039673,72.75614004994158,72.80203247070312,8672400,60.68966526901508,60.68966526901508,60.585426330566406,60.585426330566406,860100.0,86.48470353123983,86.586734329612,86.29633068921906,86.40621185302734,599400,11.559406649162321,11.565640449523926,11.534466690905248,11.565640449523926,205400.0,27.032436412785497,27.128294984691845,26.984506295751086,27.02372169494629,414200.0,61.44032424976645,61.448152714647854,61.385536938334795,61.401187896728516,170500.0
2011-06-15,72.94734065333405,74.14044437682018,72.93969677919044,74.1251449584961,12979100,60.644939763506265,60.890648074322726,60.61516210212697,60.83108139038086,1002500.0,86.61813647172353,87.07336189287518,86.59459136167686,86.85359954833984,513400,11.529300163311486,11.560630501048122,11.510503155799688,11.52303409576416,264300.0,26.879939194235437,26.91043988449928,26.714364493421147,26.766651153564453,245000.0,61.45601757589174,61.589077685130796,61.44036660670825,61.557769775390625,344900.0
2011-06-16,74.26284113507315,74.59170874427103,74.0334022808784,74.4616928100586,10961200,60.90556633600677,60.96512736258309,60.83110511174713,60.86833572387695,885200.0,86.88500534800471,87.0812226193309,86.79082489013672,86.79082489013672,498900,11.497975064010674,11.548102426886581,11.429049491882324,11.429049491882324,210300.0,26.710002050669107,26.84071951130232,26.675144836842843,26.832006454467773,204000.0,61.628101223028416,61.628101223028416,61.518526714640146,61.58114242553711,165500.0
2011-06-17,74.07924739597016,74.30104224865481,73.91098882944956,74.1098403930664,9622900,60.8385140702009,60.942752901829586,60.823625243078354,60.92786407470703,1254100.0,86.66526579428646,86.87718385647132,86.61817555294647,86.7437515258789,673200,11.560630501048122,11.560630501048122,11.491704953157708,11.52303409576416,154700.0,26.86251388839792,26.94965777593761,26.84508444602474,26.93222999572754,216200.0,61.62032765569324,61.62032765569324,61.51857555186787,61.589019775390625,140300.0
2011-06-20,74.43872395882322,74.46166725286588,73.87276214234993,74.20162963867188,6613800,60.942787520419934,60.9576820365936,60.80876527782445,60.85344314575195,804700.0,86.87715202448523,86.87715202448523,86.43762131007304,86.50826263427734,467800,11.510513738713708,11.523044690199297,11.472917298863097,11.504247665405273,268200.0,26.96708134438689,26.96708134438689,26.88429400439154,26.936580657958984,288200.0,61.65945114044511,61.65945114044511,61.526397142546294,61.60466384887695,141300.0
2011-06-21,73.95687097743956,74.209258812102,73.62800357212654,73.87274169921875,7894900,60.78643292166643,60.92790243104712,60.78643292166643,60.86833572387695,700300.0,86.5239289924496,86.79078748022721,86.5082342522619,86.72014617919922,590900,11.53556675753068,11.56063102886433,11.510503681327265,11.529300689697266,183300.0,26.98014978160631,27.0585805848684,26.98014978160631,27.045509338378906,153200.0,61.6203206320441,61.6203206320441,61.53422546386719,61.53422546386719,121200.0
2011-06-22,74.15575919103313,74.2322387994945,73.73511842698558,73.91867065429688,5503700,60.92045128235984,60.9874652437955,60.816212391765255,60.88322067260742,681100.0,86.79083017667496,86.83792040847729,86.45333620991372,86.52397155761719,517100,11.535571098327637,11.548103238710265,11.516772887753694,11.535571098327637,144000.0,27.05423411623375,27.110878975687875,26.975803283809018,26.99323272705078,138800.0,61.5185744649765,61.643805983974374,61.502923510785514,61.510746002197266,396300.0
2011-06-23,74.3698815868695,74.75228534674544,74.30105171090061,74.48460388183594,8586800,60.987436140973934,61.084227727310996,60.979988886458536,61.032108306884766,925200.0,86.68100355454037,87.23826027134953,86.68100355454037,87.15192413330078,676200,11.49797154566044,11.541832825364093,11.44157813028996,11.529300689697266,2612900.0,26.78407237994031,26.84071555182246,26.683855619499834,26.83635902404785,153000.0,61.518613007035405,61.66732403617253,61.51078453935155,61.64384460449219,87500.0
2011-06-24,74.4616835011072,74.71407146068748,74.17105865478516,74.17105865478516,7960900,61.002332410770244,61.15869069112227,60.99488515534639,61.09168243408203,725000.0,87.2303639756277,87.6071038331478,87.2146692260996,87.48937225341797,556900,11.535565160492798,11.535565160492798,11.479171752929688,11.479171752929688,166400.0,26.85814001078238,26.85814001078238,26.70563663449125,26.75356674194336,142000.0,61.69077615990466,61.72991250962867,61.589030010538245,61.722084045410156,102700.0
2011-06-27,74.07162895979549,74.08692838231157,73.0773823919914,73.15386199951172,9331300,61.084231908006856,61.084231908006856,60.88319578646733,60.91297912597656,704000.0,87.52077859087777,87.59926432440224,87.18328454745266,87.34810638427734,590100,11.497973870919461,11.535569090392661,11.485441732718236,11.491707801818848,82700.0,26.72743574291623,26.827652534092135,26.692576861378726,26.766651153564453,158400.0,61.75334041582447,61.75334041582447,61.6046295765712,61.628108978271484,261400.0
2011-06-28,73.02385365719108,73.17681288809649,72.4425980767134,72.5649642944336,12634300,60.83852818511731,60.84597544070153,60.60026713174653,60.68961715698242,2249600.0,87.27744959481626,87.30100069997775,86.86932025983232,87.00274658203125,668400,11.510503681327265,11.529300689697266,11.491705477827026,11.529300689697266,84700.0,26.836359149595197,26.945290628256945,26.749213634233303,26.81021499633789,410000.0,61.62031429991811,61.62031429991811,61.44029552003784,61.47160339355469,151100.0
2011-06-29,72.61847759756836,72.80967949312279,71.90720631270509,72.08311462402344,11084900,60.644955024542554,60.68218563152305,60.510932792243075,60.55561065673828,1438900.0,87.04981938489405,87.11260435087033,86.85360214454012,87.03411865234375,669600,11.548100996455034,11.554367065429688,11.523036720556423,11.554367065429688,210700.0,26.919147846660568,26.96707796566,26.827645798841214,26.871217727661133,442200.0,61.52637594302054,61.52637594302054,61.3933219909668,61.3933219909668,341100.0
2011-06-30,72.06780485744224,72.1289850156678,71.23416174580413,71.96837615966797,11555600,60.615192164749814,60.637528262157886,60.317364277921854,60.42905044555664,1808400.0,87.07337662965098,87.12046685771413,86.5710609033913,86.8379135131836,4825300,11.560625630879338,11.598220825195312,11.54809350106412,11.598220825195312,268400.0,26.967073931675362,27.01936057087025,26.897357858694743,26.91478729248047,446000.0,61.423955483822205,61.494527817833166,61.376901278413904,61.43963623046875,211600.0
2011-07-01,72.23701077109618,72.31375720886973,71.6461018427856,71.85330200195312,6637200,60.50146080710099,60.56118720877141,60.38200800376016,60.456668853759766,922700.0,87.06316058291783,87.27653469312968,86.65222700762227,86.93672180175781,1451600,11.585702122149982,11.6232973600354,11.56690390564174,11.610766410827637,249200.0,26.916973139194074,26.98683058426257,26.868945833422067,26.94316864013672,268800.0,61.56510240048824,61.56510240048824,61.376897555738836,61.48668670654297,475400.0
2011-07-05,72.16792942921437,72.26769157850535,71.89933452348491,72.01444244384766,4615600,60.54622903380006,60.673143315747595,60.54622903380006,60.6582145690918,739900.0,86.94463349193526,87.19751712248367,86.92092659363718,87.03156280517578,599900,11.598224866705394,11.617023067978629,11.560629659289017,11.56689453125,330000.0,27.013027991255928,27.013027991255928,26.83838519902825,26.85584831237793,533600.0,61.541611014741726,61.64355087280274,61.4788760331332,61.643550872802734,122800.0
2011-07-06,72.28306557861822,72.48258993895989,72.01446473481768,72.38282775878906,5652700,60.66573157395872,60.74785398750939,60.628401132953655,60.695594787597656,1144400.0,87.26073219061196,87.36347011354886,87.13429340059379,87.28443908691406,896300,11.59823426648881,11.610766410827637,11.573169977811153,11.610766410827637,146300.0,26.860217774844234,26.89078030789301,26.772895538047813,26.8209228515625,783000.0,61.619988179588375,61.64351228728246,61.580777344942625,61.60430145263672,139800.0
2011-07-07,72.00676604461098,72.24466353198665,71.79189013924855,72.16792297363281,6823700,60.55369002929314,60.58355321535533,60.45663894645631,60.56861877441406,915900.0,87.16587833746253,87.30812570162892,87.02363097329612,87.2528076171875,543400,11.617025383763893,11.648354530334473,11.610759315423712,11.648354530334473,227200.0,26.78599086238026,26.899510259584588,26.78599086238026,26.85584831237793,395000.0,61.61211530144934,61.61211530144934,61.37686237173721,61.40822982788086,285800.0
2011-07-08,72.78191560671101,73.3728307072915,72.7742456427596,73.18865203857422,12129300,60.800049303596275,60.94189229956194,60.78511486455592,60.882171630859375,1066800.0,87.64005254036552,87.7585930401697,87.54521893467812,87.64795684814453,1451300,11.610759315423712,11.648354530334473,11.598227178743347,11.648354530334473,97500.0,26.88204465474395,26.899509433090003,26.79035706672657,26.825284957885742,419200.0,61.714114443443776,61.74548192977698,61.59649384811462,61.729801177978516,327700.0
2011-07-11,73.70277184677222,74.2860107421875,73.48022008595679,74.2860107421875,9760800,61.0016711365925,61.11365674244463,60.97927515458697,61.061397552490234,592200.0,87.9087398700946,88.24855275842324,87.77439678218384,88.1379165649414,900000,11.635818379610535,11.635818379610535,11.591957111490547,11.623286247253418,158700.0,26.628813328162593,26.676838972654558,26.393043805603433,26.445436477661133,543200.0,61.714052164018284,61.745419618696666,61.64347987803961,61.65916061401367,215300.0
2011-07-12,74.66968807735947,74.67735803300714,74.10179519332019,74.53922271728516,9083900,61.13603776119738,61.15843373772141,60.994188982114345,61.12110900878906,882600.0,88.34340143233575,88.4935531616211,88.12212900763402,88.4935531616211,711700,11.617020950743942,11.642084019410348,11.598222752896731,11.629551887512207,151300.0,26.480361109125994,26.532753771435527,26.38430650694793,26.449798583984375,351000.0,61.82384679095192,61.82384679095192,61.588599811098106,61.76895523071289,109100.0
2011-07-13,74.21694762815709,74.76948917913424,73.75649828731981,74.74646759033203,13112200,61.061337361182794,61.20318603515625,61.031474182671595,61.20318603515625,1043600.0,88.45399224509556,88.71478005288071,88.13788635952734,88.65946197509766,1399100,11.635822490956043,11.679683774573766,11.598227275730903,11.660886764526367,1913600.0,26.589516257094836,26.724864121090956,26.537121923741935,26.681203842163086,707400.0,61.69050945673487,61.78461179237946,61.63561792329097,61.6983528137207,291300.0
2011-07-14,74.1478736323021,75.13016699846703,73.67974853515625,73.67974853515625,11471500,61.083749135294426,61.16587147350643,60.971763610839844,60.971763610839844,998500.0,88.3512756319306,88.46191180657726,88.05887658223911,88.12999725341797,702700,11.660891963825625,11.660891963825625,11.617030660651247,11.65462589263916,2140700.0,26.81218936413333,26.81218936413333,26.676839819360936,26.75106430053711,181200.0,61.753304656162086,61.753304656162086,61.62783475276727,61.66704559326172,100600.0
2011-07-15,73.12721075108438,73.82555759784304,73.08883753596254,73.80253601074219,7086200,60.90458585638762,61.12108972083645,60.89711863462833,61.08375930786133,574100.0,88.04307360351392,88.50142088390041,87.93243140014417,88.4065933227539,934900,11.667853879722418,11.674150760727994,11.62377571268339,11.630072593688965,388200.0,26.720509396684395,26.781634477730087,26.70304461194747,26.764169692993164,181400.0,61.70618321976195,61.75323138634551,61.64344834249907,61.74538803100586,101400.0
2011-07-18,73.71809566267467,73.80251202456247,73.05811639060374,73.08881378173828,8206500,61.09868760399516,61.11362204740336,61.00163650512695,61.00163650512695,799100.0,88.46984811841004,88.50936363886616,88.27228257457328,88.48565673828125,1108200,11.661541700015256,11.661541700015256,11.604871046318191,11.655244827270508,409800.0,26.655015679423236,26.659382708110915,26.537130887857618,26.615720748901367,160600.0,61.753304656162086,61.753304656162086,61.65136484670451,61.66704559326172,92800.0
2011-07-19,73.15023536200518,74.64669713472645,73.03512156681181,74.60832977294922,15249400,60.949389648135124,61.17336077789894,60.94192242492368,61.1658935546875,799000.0,88.60414980855904,88.98347207317285,88.56463430926988,88.92815399169922,685800,11.655253644342318,11.667847399358854,11.630066134309248,11.661550521850586,146200.0,26.707399355802522,26.777258466972405,26.668106104068784,26.69430160522461,197000.0,61.706251923204114,61.706251923204114,61.612149502536624,61.6827278137207,71000.0
2011-07-20,74.22456834328729,74.31665463013731,73.57226510675065,73.72574615478516,9673300,61.12853781215703,61.15840099680964,61.03895395401926,61.068817138671875,822100.0,88.65162399234906,88.67533089638918,87.6717004402795,88.42244720458984,811800,11.674139979122298,11.699326278876644,11.655249353551934,11.693029403686523,286400.0,26.81219102639741,26.93444116116894,26.79036088312152,26.925708770751953,173200.0,61.72976189706532,61.72976189706532,61.63565949794653,61.70623779296875,245600.0
2011-07-21,73.08881209823573,73.56461286746867,72.82789306199508,73.15788269042969,11099200,61.001632330765624,61.031495519717204,60.85232208182862,60.934444427490234,656800.0,88.17740109171191,88.32754671341094,88.05886063199925,88.2406234741211,762500,11.693029631005677,11.72451400756836,11.674140206074231,11.72451400756836,196000.0,26.95627376872925,27.183309264165707,26.95627376872925,27.11781883239746,319000.0,61.66700397336583,61.69052806869206,61.59643168738715,61.65916061401367,145300.0
