,TLT,TLT,TLT,TLT,TLT,BND,BND,BND,BND,BND,TIP,TIP,TIP,TIP,TIP,PHB,PHB,PHB,PHB,PHB,BWX,BWX,BWX,BWX,BWX,VCSH,VCSH,VCSH,VCSH,VCSH
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-13,55.50415708951032,55.93442595900244,55.498100350787375,55.77080154418945,491000,,,,,,63.53444063199974,63.70720518098853,63.48507798729412,63.62082290649414,141800,,,,,,,,,,,,,,,
2006-01-17,55.752615980989574,56.05561932871234,55.71019569724695,56.01926040649414,454300,,,,,,63.55908724316375,63.7997241203348,63.552915739075736,63.76887130737305,591500,,,,,,,,,,,,,,,
2006-01-18,56.21320394766114,56.21926068804694,55.82535988353693,56.001102447509766,622100,,,,,,63.77510634689142,63.77510634689142,63.58999869966555,63.73808670043945,133700,,,,,,,,,,,,,,,
2006-01-19,55.79500878378167,56.01923281510561,55.72834771023838,55.83742904663086,490600,,,,,,63.58380952993414,63.73189277113355,63.52210386424314,63.68870162963867,437700,,,,,,,,,,,,,,,
2006-01-20,55.94655503761664,56.04351835778576,55.782935214163224,55.982913970947266,842600,,,,,,63.79979009841648,63.85531957019904,63.633192268102405,63.80596160888672,227900,,,,,,,,,,,,,,,
2006-01-23,55.63142832973853,56.05563125743577,55.589008036968806,55.96472930908203,720400,,,,,,63.651684902788794,63.79359664240306,63.552959599160104,63.70721435546875,179100,,,,,,,,,,,,,,,
2006-01-24,55.75265453529309,55.86779736656031,55.607214122380576,55.692054748535156,300500,,,,,,63.552947998046875,63.72571254037863,63.43571289825859,63.552947998046875,122000,,,,,,,,,,,,,,,
2006-01-25,55.455670595993496,55.49202951598331,55.01934506226021,55.08600616455078,1204500,,,,,,63.39869832725057,63.45422777422366,63.09018884633937,63.15188980102539,162100,,,,,,,,,,,,,,,
2006-01-26,54.87392649969728,54.904224070537964,54.57092305049623,54.84968566894531,764100,,,,,,63.05935330669655,63.10254445756827,62.9421228728918,63.090206146240234,157900,,,,,,,,,,,,,,,
2006-01-27,55.02542822429781,55.02542822429781,54.637584179197724,54.84968566894531,1091400,,,,,,63.31852256029258,63.33086087505814,63.09639523464286,63.25681686401367,129600,,,,,,,,,,,,,,,
2006-01-30,54.72239859056565,54.84359806286614,54.68603505010471,54.79511642456055,308500,,,,,,63.244449615478516,63.32466039346821,63.15189582088639,63.244449615478516,159200,,,,,,,,,,,,,,,
2006-01-31,54.75271040499603,54.98299593518424,54.661808465367244,54.946632385253906,676100,,,,,,63.27528535190761,63.51592232833578,63.21975120716558,63.46038818359375,158800,,,,,,,,,,,,,,,
2006-02-01,54.82561454177016,55.01414262128962,54.64316472037657,54.75871658325195,622300,,,,,,63.40491387283936,63.49129621089285,63.15193366319388,63.269168853759766,257300,,,,,,,,,,,,,,,
2006-02-02,54.758712634462846,54.98373344596923,54.649243677499115,54.862098693847656,658500,,,,,,63.33700766637409,63.36168899375603,63.213601029464364,63.275306701660156,370800,,,,,,,,,,,,,,,
2006-02-03,54.734343386246984,55.34250275720528,54.62487451387898,55.251277923583984,1524600,,,,,,63.21358994589297,63.583805084228516,63.15806049963126,63.583805084228516,160000,,,,,,,,,,,,,,,
2006-02-06,55.33037360639654,55.4702477442627,55.27563681861683,55.36077880859375,755100,,,,,,63.49123874635828,63.676341571447075,63.47889573353096,63.626983642578125,151700,,,,,,,,,,,,,,,
2006-02-07,55.41550017424928,55.41550017424928,55.03843958079423,55.0992546081543,280500,,,,,,63.59615180865612,63.639342952847265,63.31232361718834,63.330833435058594,118300,,,,,,,,,,,,,,,
2006-02-08,55.2695660918133,55.2695660918133,54.91075400360379,54.9715690612793,261700,,,,,,63.330835285270254,63.36785492209229,63.15807070345835,63.213600158691406,112500,,,,,,,,,,,,,,,
2006-02-09,54.819525229207585,55.28172798673414,54.77087133054349,55.22091293334961,1119200,,,,,,63.182761363128286,63.42339845297926,63.15190852289816,63.355525970458984,157100,,,,,,,,,,,,,,,
2006-02-10,55.464160521887045,55.573629449017865,54.880327790486035,54.91682052612305,938000,,,,,,63.398716385732214,63.49127019786481,63.096378326416016,63.096378326416016,172100,,,,,,,,,,,,,,,
2006-02-13,54.880337783539225,54.953318628212074,54.8316885269816,54.922908782958984,218700,,,,,,63.127218389911434,63.158071225839514,62.997644952480805,63.06551742553711,152400,,,,,,,,,,,,,,,
2006-02-14,54.67354697890771,54.855992068336484,54.5640780692947,54.72827911376953,836100,,,,,,62.78169250488281,62.9050944400814,62.74467286581965,62.78169250488281,187100,,,,,,,,,,,,,,,
2006-02-15,54.81952769057795,55.020221551660015,54.661404832765584,54.862098693847656,720300,,,,,,62.8741984561483,62.97909049198144,62.744625110564094,62.843345642089844,159500,,,,,,,,,,,,,,,
2006-02-16,54.856003630646256,54.91682331316452,54.73437354539041,54.87425231933594,427800,,,,,,62.87426833369271,63.09022414967652,62.843415485344856,63.03469467163086,120700,,,,,,,,,,,,,,,
2006-02-17,55.220913527949044,55.38511463784447,55.220913527949044,55.3121337890625,731400,,,,,,63.27526161997635,63.38015365600586,63.23207050470076,63.38015365600586,122700,,,,,,,,,,,,,,,
2006-02-21,55.28172798673414,55.34254304011868,55.208747138738005,55.22091293334961,433300,,,,,,63.33700341007064,63.392532862337,63.18892016321216,63.244449615478516,140400,,,,,,,,,,,,,,,
2006-02-22,55.415520092820195,55.61620929125527,55.39727140215261,55.597965240478516,559000,,,,,,63.32464889106468,63.4542222969651,63.275290956065014,63.42337417602539,124600,,,,,,,,,,,,,,,
2006-02-23,55.53111377639842,55.53111377639842,55.30001453996781,55.45813751220703,288300,,,,,,63.275306701660156,63.31232633899214,63.15190006475043,63.275306701660156,112500,,,,,,,,,,,,,,,
2006-02-24,55.610133457784315,55.610133457784315,55.31213181580752,55.37295150756836,485700,,,,,,63.398672212229314,63.429525030604054,63.25675583817632,63.336971282958984,135400,,,,,,,,,,,,,,,
2006-02-27,55.55540072522504,55.55540072522504,55.17834459212842,55.28173065185547,446200,,,,,,63.423382778871044,63.44189259544171,63.1580644239018,63.22593688964844,146200,,,,,,,,,,,,,,,
2006-02-28,55.342568631353416,55.61016055785329,55.29391471019102,55.555423736572266,744200,,,,,,63.2259227137992,63.47889799601434,63.18273158232441,63.46038818359375,162200,,,,,,,,,,,,,,,
2006-03-01,55.39672789617952,55.457761399642095,55.15871213252375,55.21974563598633,713600,,,,,,63.380196087700384,63.429558740342166,63.244451146676305,63.330833435058594,136100,,,,,,,,,,,,,,,
2006-03-02,54.96337840827228,54.9877908612637,54.5605845744121,54.8352165222168,1640000,,,,,,63.26912217366827,63.299970295936504,63.03465667300999,63.28763198852539,161400,,,,,,,,,,,,,,,
2006-03-03,54.60937537251013,54.65209597451288,54.45680112875794,54.51782989501953,1253300,,,,,,63.170401156552025,63.24444512846883,63.05933755241742,63.23827362060547,158700,,,,,,,,,,,,,,,
2006-03-06,54.30424851615829,54.310348135876644,54.01130380273824,54.04182052612305,872700,,,,,,63.10252794892941,63.10252794892941,62.70763618498873,62.80018997192383,133700,,,,,,,,,,,,,,,
2006-03-07,53.95028355721177,54.16388668614267,53.89535437765868,54.07844543457031,1692900,,,,,,62.596572582162835,62.80018997192383,62.596572582162835,62.80018997192383,151000,,,,,,,,,,,,,,,
2006-03-08,54.05406112521193,54.24325190130575,53.980823733078154,54.06016540527344,1184700,,,,,,62.73850642823959,62.781697579798625,62.516379160940964,62.5595703125,130800,,,,,,,,,,,,,,,
2006-03-09,54.04792870635204,54.11506178347304,53.87094192632386,54.07844543457031,282100,,,,,,62.5410178643583,62.596547289593616,62.362081870579075,62.45463562011719,172800,,,,,,,,,,,,,,,
2006-03-10,53.901491476209806,53.99303706040951,53.71230068341176,53.877079010009766,1086900,,,,,,62.22638332764253,62.442339099028466,62.177020663473535,62.380638122558594,154500,,,,,,,,,,,,,,,
2006-03-13,53.79159182360478,53.87092877893122,53.71225486827834,53.834312438964844,1740100,,,,,,62.399167443888594,62.4115104675293,62.23874579643326,62.4115104675293,216900,,,,,,,,,,,,,,,
2006-03-14,53.980842408178766,54.31040380249301,53.980842408178766,54.19445037841797,904400,,,,,,62.46081183236728,62.78165951980152,62.46081183236728,62.71378707885742,184600,,,,,,,,,,,,,,,
2006-03-15,53.97471137387684,54.035740191487854,53.79772454346468,53.90147399902344,971000,,,,,,62.63361630018091,62.68914576503402,62.50404284137438,62.59659194946289,156400,,,,,,,,,,,,,,,
2006-03-16,54.017450393666735,54.51789431829588,53.96862546048294,54.389732360839844,1048000,,,,,,62.67681572518674,63.01000668072768,62.60277172146101,62.93596267700195,153400,,,,,,,,,,,,,,,
2006-03-17,54.224918365478516,54.316463898794986,54.16388956200062,54.224918365478516,703500,,,,,,62.929769656675056,62.94211267348537,62.76934809799397,62.86806869506836,153000,,,,,,,,,,,,,,,
2006-03-20,54.45684997146072,54.46294959422019,54.304275590863575,54.31037521362305,576000,,,,,,62.935954444506216,63.02850826018584,62.77552814449371,62.83106231689453,480400,,,,,,,,,,,,,,,
2006-03-21,54.40803402969661,54.40803402969661,53.9258983487115,54.02964782714844,817200,,,,,,62.77547810573116,62.78782111530714,62.436120662053504,62.52250289916992,124100,,,,,,,,,,,,,,,
